2017cacc_1,Winner,1323,
2017cacc_1,Winner,1678,
2017cacc_1,Winner,973,
2017cacc_1,Winner,4255B,
2017cacc_11,Cheesecake Award (Gracious Professionalism),frc2122,
2017cacc_13,Judges' Award,frc701,
2017cacc_2,Finalist,2122,
2017cacc_2,Finalist,2122B,
2017cacc_2,Finalist,1671,
2017cacc_2,Finalist,3189,
2017cacc_21,Excellence In Engineering,frc1425,
2017cacc_29,Innovation In Controls,frc1323,
2017cacc_5,Volunteer of the Year,frc2073,Miguel Macias
