Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2590,20.00,550.00,771.00,210.00,444.00,10-2-0,0,12
2,1640,20.00,530.00,543.00,330.00,247.00,10-2-0,0,12
3,225,20.00,470.00,583.00,270.00,306.00,10-2-0,0,12
4,1647,20.00,450.00,563.00,290.00,339.00,10-2-0,0,12
5,25,18.00,790.00,408.00,210.00,157.00,9-3-0,0,12
6,272,16.00,370.00,582.00,230.00,266.00,8-4-0,0,12
7,484,16.00,280.00,578.00,190.00,333.00,8-4-0,0,12
8,816,16.00,280.00,409.00,120.00,296.00,8-4-0,0,12
9,341,14.00,360.00,527.00,210.00,339.00,7-5-0,0,12
10,3929,14.00,320.00,601.00,250.00,363.00,7-5-0,0,12
11,4575,14.00,270.00,493.00,190.00,165.00,7-5-0,0,12
12,5113,14.00,240.00,477.00,150.00,369.00,7-5-0,0,12
13,3167,14.00,230.00,471.00,210.00,226.00,7-5-0,0,12
14,203,14.00,190.00,521.00,230.00,218.00,7-5-0,0,12
15,2495,12.00,460.00,510.00,270.00,166.00,6-6-0,0,12
16,708,12.00,440.00,478.00,250.00,105.00,6-6-0,0,12
17,316,12.00,360.00,592.00,270.00,168.00,6-6-0,0,12
18,2729,12.00,360.00,562.00,240.00,140.00,6-6-0,0,12
19,2191,12.00,290.00,634.00,180.00,177.00,6-6-0,0,12
20,709,12.00,260.00,520.00,170.00,284.00,6-6-0,0,12
21,423,12.00,240.00,476.00,180.00,195.00,6-6-0,0,12
22,2559,12.00,210.00,547.00,200.00,298.00,6-6-0,0,12
23,1791,12.00,190.00,419.00,160.00,238.00,6-6-0,0,12
24,1089,12.00,170.00,568.00,210.00,290.00,6-6-0,0,12
25,2180,10.00,350.00,580.00,200.00,208.00,5-7-0,0,12
26,4460,10.00,280.00,427.00,150.00,232.00,5-7-0,0,12
27,1923,10.00,240.00,463.00,150.00,257.00,5-7-0,0,12
28,223,8.00,320.00,502.00,150.00,151.00,4-8-0,0,12
29,3151,8.00,310.00,453.00,170.00,287.00,4-8-0,0,12
30,4750,8.00,310.00,379.00,220.00,155.00,4-8-0,0,12
31,3607,8.00,300.00,441.00,170.00,184.00,4-8-0,0,12
32,1807,8.00,260.00,328.00,120.00,156.00,4-8-0,0,12
33,4637,8.00,210.00,632.00,130.00,166.00,4-8-0,0,12
34,204,8.00,150.00,456.00,80.00,144.00,4-8-0,0,12
35,265,8.00,140.00,455.00,130.00,142.00,4-8-0,0,12
36,321,6.00,320.00,435.00,110.00,184.00,3-9-0,0,12
37,2600,6.00,260.00,395.00,140.00,168.00,3-9-0,0,12
38,4454,6.00,250.00,397.00,150.00,136.00,3-9-0,0,12
39,87,6.00,230.00,354.00,120.00,142.00,3-9-0,0,12
