Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,3990,22.00,260.00,488.00,250.00,426.00,11-0-0,0,11
2,3387,17.00,310.00,347.00,110.00,268.00,8-2-1,0,11
3,5095,16.00,320.00,283.00,110.00,177.00,8-3-0,0,11
4,1075,16.00,240.00,254.00,220.00,246.00,8-3-0,0,11
5,3386,16.00,190.00,246.00,180.00,228.00,8-3-0,0,11
6,3981,16.00,150.00,223.00,190.00,199.00,8-3-0,0,11
7,4526,14.00,120.00,255.00,40.00,172.00,7-4-0,0,11
8,4007,13.00,210.00,303.00,160.00,262.00,6-4-1,0,11
9,3975,13.00,150.00,211.00,110.00,354.00,6-4-1,0,11
10,3360,13.00,120.00,401.00,200.00,505.00,6-4-1,0,11
11,4952,12.00,240.00,254.00,110.00,74.00,6-5-0,0,11
12,3988,12.00,190.00,269.00,130.00,167.00,6-5-0,0,11
13,4167,12.00,180.00,231.00,170.00,157.00,6-5-0,0,11
14,3987,12.00,140.00,246.00,110.00,184.00,6-5-0,0,11
15,1846,12.00,130.00,286.00,130.00,281.00,6-5-0,0,11
16,4492,12.00,120.00,311.00,70.00,209.00,6-5-0,0,11
17,3969,12.00,110.00,277.00,130.00,249.00,6-5-0,0,11
18,3533,12.00,110.00,246.00,160.00,118.00,6-5-0,0,11
19,4947,12.00,110.00,165.00,40.00,207.00,6-5-0,0,11
20,5179,10.00,310.00,256.00,130.00,133.00,5-6-0,0,11
21,4594,10.00,290.00,192.00,100.00,168.00,5-6-0,0,11
22,3382,10.00,230.00,273.00,110.00,81.00,5-6-0,0,11
23,3989,10.00,190.00,217.00,90.00,195.00,5-6-0,0,11
24,3985,10.00,190.00,142.00,110.00,376.00,5-6-0,0,11
25,3550,10.00,170.00,267.00,80.00,325.00,5-6-0,0,11
26,296,10.00,150.00,195.00,120.00,190.00,5-5-0,1,11
27,3117,10.00,140.00,337.00,200.00,201.00,5-6-0,0,11
28,4957,10.00,90.00,235.00,160.00,158.00,5-6-0,0,11
29,4491,10.00,70.00,203.00,90.00,167.00,5-6-0,0,11
30,3986,9.00,250.00,318.00,150.00,187.00,4-6-1,0,11
31,2626,8.00,230.00,234.00,100.00,150.00,4-7-0,0,11
32,4950,8.00,220.00,196.00,40.00,156.00,4-7-0,0,11
33,3996,8.00,220.00,121.00,160.00,155.00,4-7-0,0,11
34,3979,8.00,160.00,226.00,90.00,177.00,4-7-0,0,11
35,4942,8.00,150.00,136.00,100.00,309.00,4-6-0,1,11
36,3379,8.00,80.00,250.00,90.00,119.00,4-7-0,0,11
37,3977,7.00,90.00,272.00,110.00,279.00,3-7-1,0,11
38,4955,6.00,140.00,240.00,110.00,182.00,3-8-0,0,11
39,3532,6.00,130.00,198.00,60.00,202.00,3-8-0,0,11
40,3530,6.00,110.00,136.00,30.00,113.00,3-8-0,0,11
41,3544,2.00,160.00,185.00,80.00,86.00,1-10-0,0,11
