Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,85,37.0,309.0,115.0,401.0,615.0,12-0-0,12
2,3546,36.0,343.0,185.0,306.0,660.0,8-4-0,12
3,107,32.0,306.0,170.0,370.0,605.0,9-2-1,12
4,2054,31.0,378.0,145.0,350.0,670.0,9-3-0,12
5,1918,30.0,318.0,170.0,327.0,620.0,8-4-0,12
6,5980,30.0,301.0,225.0,227.0,630.0,9-3-0,12
7,4004,30.0,251.0,255.0,236.0,645.0,9-3-0,12
8,1506,28.0,342.0,155.0,247.0,665.0,7-5-0,12
9,5448,28.0,308.0,190.0,160.0,660.0,8-4-0,12
10,2405,28.0,277.0,175.0,214.0,615.0,9-3-0,12
11,141,27.0,263.0,155.0,218.0,620.0,7-5-0,12
12,4003,26.0,292.0,150.0,336.0,605.0,8-4-0,12
13,5470,26.0,269.0,195.0,161.0,650.0,6-6-0,12
14,5675,25.0,250.0,130.0,264.0,620.0,7-4-1,12
15,5161,25.0,197.0,140.0,224.0,595.0,6-6-0,12
16,4453,25.0,187.0,100.0,129.0,555.0,7-5-0,12
17,216,24.0,278.0,160.0,140.0,620.0,6-6-0,12
18,3572,23.0,276.0,130.0,241.0,620.0,7-5-0,12
19,5246,23.0,268.0,165.0,161.0,630.0,5-7-0,12
20,5610,23.0,266.0,155.0,212.0,630.0,5-7-0,12
21,6065,23.0,264.0,165.0,106.0,630.0,6-6-0,12
22,74,23.0,253.0,190.0,144.0,585.0,6-6-0,12
23,6043,22.0,295.0,160.0,138.0,680.0,5-7-0,12
24,1254,22.0,265.0,140.0,155.0,610.0,6-6-0,12
25,3603,22.0,242.0,150.0,149.0,605.0,6-6-0,12
26,6100,22.0,231.0,145.0,147.0,580.0,5-6-1,12
27,6128,22.0,215.0,140.0,175.0,590.0,6-6-0,12
28,244,20.0,272.0,95.0,154.0,575.0,6-6-0,12
29,5710,19.0,270.0,145.0,115.0,600.0,5-7-0,12
30,288,19.0,258.0,140.0,141.0,600.0,5-7-0,12
31,6114,18.0,281.0,115.0,141.0,630.0,4-8-0,12
32,6094,17.0,268.0,150.0,122.0,625.0,3-9-0,12
33,5069,17.0,261.0,150.0,92.0,620.0,4-8-0,12
34,5162,16.0,274.0,145.0,122.0,620.0,3-9-0,12
35,4956,16.0,248.0,140.0,88.0,600.0,4-8-0,12
36,5927,16.0,243.0,125.0,120.0,555.0,4-7-1,12
37,4337,15.0,266.0,140.0,129.0,580.0,3-9-0,12
38,5173,15.0,236.0,100.0,140.0,565.0,3-8-1,12
39,5664,14.0,198.0,95.0,142.0,515.0,4-8-0,12
40,3458,12.0,203.0,85.0,122.0,515.0,2-9-1,12
41,5255,12.0,186.0,155.0,90.0,580.0,1-11-0,12
