Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,3750,1.81,2768.0,462.0,1380.0,1000.0,33.0,10-1-0,11
2,4539,1.63,2768.0,581.0,1380.0,1100.0,83.0,9-2-0,11
3,3277,1.45,2750.0,544.0,1160.0,1150.0,260.0,8-3-0,11
4,876,1.27,2771.0,472.0,1340.0,1050.0,31.0,7-4-0,11
5,4480,1.27,2508.0,408.0,1240.0,950.0,63.0,7-4-0,11
6,6453,1.27,2342.0,411.0,1080.0,1000.0,47.0,7-4-0,11
7,3036,1.18,2162.0,458.0,1260.0,650.0,62.0,6-4-1,11
8,3294,1.09,2476.0,401.0,1120.0,1150.0,26.0,6-5-0,11
9,4623,1.0,2385.0,646.0,1240.0,900.0,35.0,5-5-1,11
10,3275,1.0,2298.0,323.0,1060.0,1000.0,58.0,5-4-1,11
11,3102,0.9,2361.0,376.0,1240.0,850.0,31.0,5-6-0,11
12,3278,0.72,2351.0,583.0,1300.0,800.0,11.0,4-7-0,11
13,3754,0.63,2025.0,219.0,1060.0,750.0,30.0,3-7-1,11
14,4181,0.54,2056.0,296.0,1040.0,650.0,71.0,3-8-0,11
15,3367,0.45,2093.0,347.0,1060.0,850.0,28.0,2-8-1,11
16,3134,0.45,1976.0,408.0,1120.0,650.0,31.0,2-8-1,11
17,4674,0.18,1909.0,340.0,1060.0,600.0,24.0,1-10-0,11
