Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2143,6,0,1,7,13.00,42.42,60
2,79,6,1,0,7,12.00,48.00,96
3,648,6,1,0,7,12.00,46.00,80
4,1816,6,1,0,7,12.00,42.28,86
5,3026,5,2,0,7,10.00,50.85,80
6,2970,5,2,0,7,10.00,45.28,92
7,877,5,2,0,7,10.00,45.14,80
8,3042,5,2,0,7,10.00,42.71,94
9,2491,5,2,0,7,10.00,42.71,92
10,171,5,2,0,7,10.00,42.42,92
11,2472,5,2,0,7,10.00,41.28,75
12,2129,5,2,0,7,10.00,41.14,86
13,3102,5,2,0,7,10.00,38.85,84
14,2241,5,2,0,7,10.00,34.00,79
15,3122,4,2,1,7,9.00,37.85,53
16,2506,4,3,0,7,8.00,52.00,94
17,2817,4,3,0,7,8.00,48.00,102
18,2175,4,3,0,7,8.00,45.28,68
19,2606,4,3,0,7,8.00,38.85,96
20,3038,4,3,0,7,8.00,38.00,68
21,3109,4,3,0,7,8.00,37.28,80
22,2510,4,3,0,7,8.00,35.71,66
23,2512,3,3,1,7,7.00,48.71,102
24,2883,3,3,1,7,7.00,43.85,69
25,3055,3,3,1,7,7.00,43.57,97
26,2667,3,4,0,7,6.00,52.57,66
27,2526,3,4,0,7,6.00,51.57,97
28,2169,3,4,0,7,6.00,46.85,76
29,2977,3,4,0,7,6.00,46.71,61
30,3036,3,4,0,7,6.00,46.28,80
31,876,3,4,0,7,6.00,43.71,78
32,2220,3,4,0,7,6.00,42.57,102
33,3056,3,4,0,7,6.00,40.57,60
34,2207,3,4,0,7,6.00,40.14,97
35,2654,3,4,0,7,6.00,39.71,69
36,3058,3,4,0,7,6.00,39.57,61
37,3100,3,4,0,7,6.00,38.71,64
38,2535,3,4,0,7,6.00,37.14,71
39,2418,3,4,0,7,6.00,37.00,96
40,3054,2,4,1,7,5.00,36.14,94
41,878,2,5,0,7,4.00,43.57,74
42,2525,2,5,0,7,4.00,42.57,64
43,2538,2,5,0,7,4.00,41.14,84
44,2239,2,5,0,7,4.00,40.57,73
45,525,2,5,0,7,4.00,38.85,68
46,2401,2,5,0,7,4.00,38.71,61
47,2549,2,5,0,7,4.00,38.28,63
48,2499,1,6,0,7,2.00,44.14,70
49,3018,1,5,0,6,2.00,39.28,75
50,3116,0,7,0,7,0,43.28,63
51,2513,0,7,0,7,0,38.57,52
