Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,1002,1.6599999999999999,2290.0,485.0,1240.0,900.0,5.0,7-2-0,9
2,4189,1.55,2355.0,460.0,1140.0,950.0,45.0,7-2-0,9
3,6325,1.55,2174.0,569.0,1260.0,700.0,34.0,6-3-0,9
4,3998,1.55,2038.0,363.0,1160.0,750.0,3.0,7-2-0,9
5,4188,1.4399999999999999,2150.0,420.0,1220.0,750.0,0.0,6-3-0,9
6,1746,1.4399999999999999,1998.0,461.0,1160.0,550.0,143.0,5-4-0,9
7,4910,1.3300000000000001,2405.0,410.0,1260.0,900.0,0.0,5-4-0,9
8,5482,1.3300000000000001,1963.0,293.0,1060.0,750.0,3.0,6-3-0,9
9,5332,1.3300000000000001,1937.0,158.0,980.0,750.0,12.0,6-3-0,9
10,1311,1.3300000000000001,1754.0,302.0,980.0,600.0,29.0,6-3-0,9
11,2415,1.22,2174.0,245.0,1120.0,900.0,4.0,5-4-0,9
12,9985,1.22,2119.0,329.0,1100.0,800.0,44.0,5-4-0,9
13,2974,1.22,2119.0,214.0,1120.0,850.0,4.0,5-4-0,9
14,5608,1.22,2033.0,358.0,1160.0,750.0,8.0,5-4-0,9
15,4112,1.1100000000000001,2258.0,423.0,1180.0,850.0,3.0,5-4-0,9
16,5293,1.1100000000000001,1918.0,288.0,980.0,800.0,3.0,5-4-0,9
17,1414,1.0,2141.0,410.0,1180.0,850.0,1.0,4-5-0,9
18,1771,0.88,1895.0,465.0,1080.0,650.0,25.0,4-5-0,9
19,1648,0.88,1790.0,313.0,1020.0,600.0,20.0,4-5-0,9
20,6705,0.77000000000000002,1981.0,351.0,1040.0,800.0,11.0,3-6-0,9
21,5132,0.77000000000000002,1955.0,614.0,1200.0,600.0,45.0,3-6-0,9
22,1261,0.77000000000000002,1688.0,478.0,1120.0,450.0,8.0,3-6-0,9
23,832,0.66000000000000003,2008.0,484.0,1080.0,800.0,13.0,3-6-0,9
24,4509,0.66000000000000003,1849.0,294.0,980.0,650.0,9.0,3-6-0,9
25,3815,0.66000000000000003,1838.0,398.0,1140.0,550.0,8.0,3-6-0,9
26,4468,0.66000000000000003,1821.0,292.0,1100.0,600.0,11.0,3-6-0,9
27,4026,0.66000000000000003,1820.0,295.0,1100.0,600.0,0.0,3-6-0,9
28,5109,0.44,1736.0,480.0,1040.0,550.0,1.0,2-7-0,9
29,3581,0.33000000000000002,1769.0,428.0,1140.0,500.0,14.0,1-8-0,9
