Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,624,124.0,164,348,320,188,250,10
2,1619,115.3,0,480,160,145,386,10
3,2122,98.5,4,416,80,209,288,10
4,2996,97.9,20,284,240,183,252,10
5,3230,97.4,20,356,120,248,248,10
6,662,95.1,0,276,280,129,272,10
7,192,94.6,0,228,240,296,200,10
8,1569,89.8,0,324,200,160,232,10
9,3200,82.1,20,232,280,129,190,10
10,3374,79.4,20,236,200,216,158,10
11,3245,75.0,0,192,200,216,148,10
12,3009,74.4,0,200,240,104,212,10
13,2437,74.2,24,232,120,150,234,10
14,4550,73.7,4,204,200,165,194,10
15,3166,70.2,24,184,80,194,238,10
16,5489,67.8,28,184,160,178,164,10
17,2486,67.6,30,132,240,147,192,10
18,4158,67.1,0,216,80,197,220,10
19,1410,66.9,0,144,120,229,182,10
20,3239,66.7,0,188,120,169,214,10
21,3225,65.6,0,176,200,154,156,10
22,3288,65.6,0,232,80,176,204,10
23,2993,65.4,0,200,160,112,206,10
24,2484,64.8,0,164,120,192,172,10
25,5159,64.4,0,132,200,206,130,10
26,5346,64.2,20,168,80,198,182,10
27,3289,63.4,0,140,120,204,176,10
28,1339,62.8,0,184,80,194,194,10
29,3243,62.1,24,184,120,157,154,10
30,4585,61.9,20,160,120,157,162,10
31,1891,61.0,24,184,80,184,138,10
32,3241,60.6,20,128,200,110,166,10
33,2813,60.3,0,136,200,113,154,10
34,5071,58.9,0,96,200,165,158,10
35,115,56.9,0,160,120,157,156,10
36,1332,56.3,6,128,120,177,144,10
37,1836,55.7,0,152,80,143,194,10
38,4792,54.7,0,180,120,119,146,10
39,4598,54.1,20,120,120,159,140,10
40,3251,53.9,20,172,40,157,186,10
41,2594,52.0,0,176,80,86,232,10
42,4268,51.9,24,140,120,137,118,10
43,5461,51.8,0,128,80,182,128,10
44,4175,46.7,0,132,120,114,142,10
45,3216,46.7,0,80,120,125,160,10
46,2029,45.5,0,88,120,177,96,10
47,3405,44.1,6,132,40,121,154,10
48,4310,42.9,4,56,160,125,108,10
49,4334,41.8,0,136,80,94,128,10
50,1566,41.7,0,96,80,152,136,10
51,4348,40.4,0,96,80,122,118,10
52,4153,39.9,0,140,0,153,154,10
53,3006,39.8,0,92,40,106,172,10
