Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1023,181.2,112,756,160,298,492,10
2,135,156.0,4,700,160,212,496,10
3,234,151.1,66,592,160,285,408,10
4,2338,147.9,40,672,120,209,444,10
5,1640,144.8,40,592,160,200,462,10
6,1538,140.1,20,564,200,191,432,10
7,1310,139.1,100,584,200,163,368,10
8,857,134.9,6,516,260,197,370,10
9,2342,134.3,132,336,280,259,366,10
10,68,132.6,0,664,80,126,462,10
11,2974,130.5,20,564,120,175,444,10
12,207,127.9,26,552,100,175,438,10
13,5687,127.7,0,552,120,257,348,10
14,4201,126.1,0,564,120,177,406,10
15,5048,125.4,6,532,120,192,416,10
16,4213,124.9,0,576,120,187,372,10
17,314,124.6,26,576,80,162,402,10
18,5403,123.1,0,472,280,171,326,10
19,4334,122.8,20,420,220,244,330,10
20,3602,121.8,40,504,80,238,362,10
21,836,119.6,40,492,120,142,408,10
22,5162,118.6,20,484,120,192,376,10
23,1648,118.3,60,420,180,173,350,10
24,2383,118.3,72,440,120,169,382,10
25,3996,117.8,40,540,40,166,398,10
26,2848,117.6,0,552,80,204,346,10
27,2619,117.5,40,412,240,209,280,10
28,4451,117.3,20,448,200,133,384,10
29,2914,116.8,12,512,120,150,374,10
30,360,115.9,20,520,40,219,366,10
31,3322,115.6,6,456,160,220,326,10
32,5571,115.4,26,532,140,170,322,10
33,5536,114.4,0,424,200,178,348,10
34,201,114.4,10,412,160,130,438,10
35,503,114.1,0,584,0,183,392,10
36,1714,112.8,8,416,120,256,340,10
37,1785,111.9,6,424,140,215,340,10
38,2013,111.6,0,420,120,288,288,10
39,217,109.7,20,504,100,161,324,10
40,2907,109.3,0,464,160,177,310,10
41,5692,108.0,20,388,160,218,300,10
42,5505,107.0,40,416,200,146,268,10
43,2363,106.8,0,500,40,138,414,10
44,623,106.3,20,360,220,155,338,10
45,1701,105.8,20,412,120,152,366,10
46,5212,104.0,0,480,80,130,362,10
47,188,103.6,20,516,0,108,398,10
48,2655,102.7,20,312,280,181,258,10
49,3357,101.7,0,328,200,179,328,10
50,280,101.7,0,440,120,153,310,10
51,1322,101.0,0,456,100,144,328,10
52,51,100.8,20,412,120,160,308,10
53,122,99.3,20,384,120,155,320,10
54,1572,99.1,6,412,80,175,336,10
55,3278,94.8,0,388,120,120,326,10
56,115,94.7,24,392,120,151,260,10
57,4207,93.1,0,428,80,161,274,10
58,4364,91.8,20,372,60,146,326,10
59,3238,90.9,26,376,80,131,302,10
60,1706,90.8,26,304,140,148,308,10
61,108,90.2,6,384,40,176,320,10
62,5667,90.1,8,304,160,167,262,10
63,2605,90.1,20,356,40,229,262,10
64,4977,89.3,20,320,160,123,276,10
65,41,89.2,0,384,80,146,282,10
66,3284,88.7,6,288,160,165,280,10
67,1700,88.5,10,296,160,173,258,10
68,3103,87.1,4,360,80,169,258,10
69,2220,86.7,20,396,0,161,314,10
70,4010,85.9,20,296,120,141,282,10
71,931,85.2,0,320,160,124,254,10
72,378,82.3,0,276,180,171,214,10
73,5464,82.3,24,336,80,133,250,10
74,5581,81.9,0,316,120,141,260,10
75,691,72.0,6,256,120,144,224,10
76,1089,63.7,20,296,40,109,196,10
