Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,2046,9,1,0,10,18.00,40.50
2,1510,9,1,0,10,18.00,23.50
3,1983,9,1,0,10,18.00,23.40
4,2733,8,2,0,10,16.00,26.90
5,2471,8,2,0,10,16.00,25.60
6,2605,8,2,0,10,16.00,21.10
7,360,7,2,0,9,14.00,26.40
8,3070,7,3,0,10,14.00,22.60
9,2517,7,3,0,10,14.00,21.50
10,488,7,2,0,9,14.00,21.30
11,3841,7,3,0,10,14.00,16.40
12,1540,6,3,1,10,13.00,31.80
13,2990,6,3,1,10,13.00,20.80
14,847,6,3,1,10,13.00,18.10
15,956,6,4,0,10,12.00,32.20
16,2557,6,4,0,10,12.00,30.10
17,1318,6,4,0,10,12.00,25.00
18,2811,6,4,0,10,12.00,22.90
19,3230,6,4,0,10,12.00,19.00
20,2130,6,4,0,10,12.00,18.20
21,2928,5,4,0,9,10.00,29.50
22,3024,5,5,0,10,10.00,26.80
23,3663,5,4,0,9,10.00,25.70
24,3145,5,5,0,10,10.00,25.60
25,957,5,5,0,10,10.00,21.80
26,2542,5,5,0,10,10.00,19.10
27,2910,5,5,0,10,10.00,19.00
28,2915,5,5,0,10,10.00,16.80
29,997,5,5,0,10,10.00,16.20
30,2192,5,5,0,10,10.00,12.30
31,2411,4,5,1,10,9.00,20.00
32,3712,4,5,1,10,9.00,17.30
33,3210,4,5,1,10,9.00,14.00
34,1544,4,5,1,10,9.00,10.40
35,1425,4,6,0,10,8.00,29.70
36,2550,4,5,0,9,8.00,21.30
37,2374,4,6,0,10,8.00,19.30
38,3311,3,5,2,10,8.00,17.20
39,2944,4,6,0,10,8.00,13.10
40,3711,4,6,0,10,8.00,11.30
41,2002,4,6,0,10,8.00,8.80
42,3472,3,6,0,9,6.00,22.40
43,3674,3,6,0,9,6.00,18.50
44,3165,3,7,0,10,6.00,18.10
45,3131,3,7,0,10,6.00,17.00
46,1571,3,7,0,10,6.00,15.50
47,3636,3,6,0,9,6.00,14.20
48,2521,3,7,0,10,6.00,14.00
49,568,3,7,0,10,6.00,13.30
50,2087,3,7,0,10,6.00,12.00
51,2635,3,6,0,9,6.00,10.20
52,1823,3,5,0,8,6.00,9.10
53,753,3,7,0,10,6.00,8.70
54,3192,3,7,0,10,6.00,8.50
55,3251,2,6,1,9,5.00,17.70
56,3673,2,7,0,9,4.00,21.00
57,955,2,6,0,8,4.00,11.00
58,1432,1,8,1,10,3.00,16.60
