2007wwz_f1m1,frc178,frc176,frc716,frc230,frc1071,frc1124,0,-1
2007wwz_f1m2,frc178,frc176,frc716,frc230,frc1071,frc1124,-1,0
2007wwz_f1m3,frc178,frc176,frc716,frc230,frc1071,frc1124,0,-1
2007wwz_sf1m1,frc178,frc176,frc716,-1,-1
2007wwz_sf1m2,frc178,frc176,frc716,-1,-1
2007wwz_sf1m3,frc178,frc176,frc716,-1,-1
2007wwz_sf2m2,frc230,frc1071,frc1124,-1,-1
