Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,3238,1.71,1568.0,393.0,820.0,650.0,8.0,6-1-0,7
2,948,1.4199999999999999,1797.0,403.0,860.0,750.0,17.0,5-2-0,7
3,3218,1.4199999999999999,1493.0,280.0,700.0,650.0,18.0,5-2-0,7
4,1983,1.4199999999999999,1431.0,461.0,920.0,400.0,6.0,5-2-0,7
5,2928,1.4199999999999999,1392.0,349.0,760.0,500.0,12.0,5-2-0,7
6,1318,1.4199999999999999,1379.0,285.0,740.0,500.0,19.0,5-2-0,7
7,4077,1.4199999999999999,1238.0,226.0,640.0,450.0,8.0,5-2-0,7
8,492,1.4199999999999999,1217.0,155.0,580.0,500.0,12.0,5-2-0,7
9,3219,1.4199999999999999,1170.0,218.0,600.0,450.0,15.0,5-2-0,7
10,2910,1.1399999999999999,1586.0,310.0,700.0,700.0,46.0,4-3-0,7
11,360,1.1399999999999999,1513.0,273.0,740.0,650.0,3.0,4-3-0,7
12,4681,1.1399999999999999,1319.0,273.0,780.0,400.0,24.0,4-3-0,7
13,1294,1.1399999999999999,1306.0,280.0,740.0,450.0,11.0,4-3-0,7
14,2903,1.1399999999999999,1294.0,294.0,700.0,450.0,9.0,4-3-0,7
15,4915,1.1399999999999999,1283.0,178.0,620.0,450.0,83.0,4-3-0,7
16,3574,1.1399999999999999,1231.0,294.0,580.0,450.0,76.0,4-3-0,7
17,4131,1.1399999999999999,1225.0,98.0,560.0,550.0,10.0,4-3-0,7
18,4060,1.1399999999999999,1197.0,271.0,580.0,500.0,27.0,4-3-0,7
19,5295,1.1399999999999999,1124.0,214.0,600.0,400.0,4.0,4-3-0,7
20,5588,0.84999999999999998,1564.0,408.0,860.0,550.0,24.0,3-4-0,7
21,5803,0.84999999999999998,1418.0,346.0,720.0,550.0,33.0,3-4-0,7
22,2907,0.84999999999999998,1388.0,158.0,620.0,650.0,13.0,3-4-0,7
23,4469,0.84999999999999998,1360.0,200.0,720.0,550.0,0.0,3-4-0,7
24,2412,0.84999999999999998,1295.0,320.0,800.0,400.0,0.0,3-4-0,7
25,1899,0.84999999999999998,1242.0,223.0,720.0,400.0,12.0,3-4-0,7
26,2046,0.84999999999999998,1235.0,203.0,760.0,350.0,30.0,3-4-0,7
27,2980,0.84999999999999998,1177.0,237.0,700.0,400.0,2.0,3-4-0,7
28,4450,0.84999999999999998,1115.0,279.0,700.0,300.0,5.0,3-4-0,7
29,5827,0.84999999999999998,984.0,278.0,500.0,350.0,14.0,3-4-0,7
30,2930,0.56999999999999995,1203.0,268.0,660.0,400.0,23.0,2-5-0,7
31,4089,0.56999999999999995,1073.0,155.0,500.0,450.0,13.0,2-5-0,7
32,3588,0.56999999999999995,1066.0,210.0,520.0,400.0,16.0,2-5-0,7
33,2976,0.56999999999999995,1025.0,150.0,500.0,400.0,0.0,2-5-0,7
34,3786,0.28000000000000003,905.0,70.0,480.0,350.0,5.0,1-6-0,7
35,3223,0.28000000000000003,669.0,109.0,360.0,150.0,34.0,1-6-0,7
36,2557,0.0,1052.0,227.0,600.0,300.0,7.0,0-7-0,7
