Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,1507,32.00,134.00,110.00,187.00,12,10-0-0,0,10
2,340,29.00,112.00,80.00,144.00,10,9-0-1,0,10
3,4085,24.00,86.00,80.00,108.00,8,8-2-0,0,10
4,2252,23.00,91.00,80.00,97.00,8,7-2-1,0,10
5,4269,23.00,81.00,40.00,81.00,10,6-3-1,0,10
6,156,22.00,96.00,60.00,98.00,8,7-3-0,0,10
7,2228,21.00,140.00,80.00,121.00,8,6-3-1,0,10
8,1629,20.00,140.00,90.00,152.00,8,6-4-0,0,10
9,188,20.00,129.00,30.00,111.00,6,7-3-0,0,10
10,1241,20.00,121.00,70.00,134.00,6,7-3-0,0,10
11,63,20.00,88.00,50.00,133.00,8,6-4-0,0,10
12,2053,20.00,76.00,60.00,93.00,10,5-5-0,0,10
13,3496,20.00,71.00,60.00,86.00,8,6-4-0,0,10
14,578,20.00,65.00,100.00,108.00,6,7-3-0,0,10
15,4142,19.00,116.00,60.00,85.00,6,6-3-1,0,10
16,379,18.00,131.00,70.00,157.00,8,5-5-0,0,10
17,1450,18.00,99.00,50.00,121.00,4,6-2-2,0,10
18,1248,18.00,79.00,90.00,88.00,8,4-4-2,0,10
19,1270,18.00,59.00,50.00,70.00,10,4-6-0,0,10
20,144,17.00,73.00,10.00,100.00,8,4-5-1,0,10
21,2603,17.00,63.00,60.00,81.00,8,4-5-1,0,10
22,3484,16.00,92.00,60.00,63.00,4,6-4-0,0,10
23,1008,16.00,85.00,60.00,69.00,6,5-5-0,0,10
24,3262,16.00,83.00,40.00,96.00,4,6-4-0,0,10
25,276,16.00,80.00,60.00,68.00,4,6-4-0,0,10
26,3010,16.00,75.00,130.00,45.00,2,7-3-0,0,10
27,4121,16.00,70.00,50.00,83.00,6,5-5-0,0,10
28,695,16.00,62.00,110.00,121.00,4,6-4-0,0,10
29,2641,16.00,49.00,100.00,59.00,8,4-6-0,0,10
30,3324,16.00,44.00,20.00,72.00,8,3-5-2,0,10
31,1787,16.00,42.00,80.00,61.00,4,6-4-0,0,10
32,3591,15.00,89.00,60.00,77.00,2,6-3-1,0,10
33,1317,15.00,79.00,0,91.00,6,4-5-1,0,10
34,291,15.00,61.00,70.00,83.00,8,3-6-1,0,10
35,2632,14.00,75.00,50.00,49.00,10,2-7-0,1,10
36,677,14.00,66.00,120.00,75.00,4,5-5-0,0,10
37,2172,12.00,83.00,60.00,68.00,2,5-5-0,0,10
38,3266,12.00,83.00,30.00,57.00,6,3-7-0,0,10
39,1551,12.00,75.00,60.00,62.00,2,5-5-0,0,10
40,378,12.00,65.00,70.00,72.00,0,6-4-0,0,10
41,2665,12.00,46.00,80.00,57.00,2,5-5-0,0,10
42,2340,12.00,45.00,20.00,67.00,4,4-6-0,0,10
43,4145,12.00,43.00,50.00,80.00,8,2-8-0,0,10
44,4279,12.00,36.00,50.00,72.00,2,5-5-0,0,10
45,4119,11.00,78.00,40.00,59.00,4,3-6-1,0,10
46,306,11.00,62.00,60.00,83.00,4,3-6-1,0,10
47,3201,11.00,37.00,30.00,97.00,8,1-8-1,0,10
48,1308,10.00,78.00,30.00,82.00,0,5-5-0,0,10
49,1590,10.00,75.00,30.00,32.00,4,3-7-0,0,10
50,4385,10.00,64.00,10.00,75.00,6,2-7-0,1,10
51,4165,10.00,57.00,40.00,75.00,4,2-6-2,0,10
52,2010,10.00,54.00,60.00,57.00,2,4-6-0,0,10
53,2399,10.00,45.00,30.00,76.00,4,3-7-0,0,10
54,3777,10.00,42.00,30.00,82.00,2,4-6-0,0,10
55,451,8.00,86.00,40.00,92.00,0,4-6-0,0,10
56,3015,8.00,79.00,40.00,97.00,0,4-6-0,0,10
57,1274,8.00,65.00,50.00,69.00,2,3-7-0,0,10
58,3264,7.00,47.00,40.00,48.00,2,2-7-1,0,10
59,120,6.00,64.00,50.00,61.00,2,2-8-0,0,10
