Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,4941,2.0800000000000001,3491.0,656.0,1800.0,1350.0,6.0,10-2-0,12
2,3635,2.0,3668.0,603.0,1820.0,1550.0,3.0,9-3-0,12
3,1002,1.9099999999999999,3469.0,597.0,1700.0,1500.0,9.0,10-2-0,12
4,2974,1.8300000000000001,3594.0,666.0,1760.0,1450.0,19.0,9-3-0,12
5,3998,1.75,3393.0,603.0,1700.0,1400.0,8.0,9-3-0,12
6,832,1.6599999999999999,3187.0,662.0,1600.0,1300.0,12.0,9-3-0,12
7,4188,1.5800000000000001,3150.0,408.0,1600.0,1350.0,5.0,8-4-0,12
8,6023,1.5800000000000001,3134.0,713.0,1620.0,1250.0,14.0,8-4-0,12
9,6340,1.5,3579.0,512.0,1700.0,1500.0,44.0,7-5-0,12
10,4910,1.5,3215.0,659.0,1760.0,1150.0,5.0,7-5-0,12
11,4516,1.5,3055.0,464.0,1660.0,1150.0,5.0,7-5-0,12
12,6705,1.5,2911.0,354.0,1660.0,1050.0,11.0,7-5-0,12
13,1648,1.4099999999999999,3047.0,540.0,1680.0,1100.0,22.0,7-5-0,12
14,4468,1.3300000000000001,3141.0,539.0,1600.0,1300.0,16.0,7-5-0,12
15,2415,1.3300000000000001,3060.0,478.0,1620.0,1200.0,10.0,7-5-0,12
16,1414,1.3300000000000001,3047.0,650.0,1760.0,1050.0,22.0,6-6-0,12
17,5074,1.3300000000000001,3018.0,541.0,1680.0,1150.0,13.0,6-6-0,12
18,1746,1.3300000000000001,3009.0,541.0,1600.0,1150.0,44.0,7-5-0,12
19,4080,1.1599999999999999,3194.0,645.0,1520.0,1350.0,9.0,7-5-0,12
20,4112,1.1599999999999999,3048.0,718.0,1540.0,1150.0,8.0,7-5-0,12
21,1771,1.1599999999999999,3034.0,716.0,1500.0,1250.0,9.0,7-5-0,12
22,5332,1.1599999999999999,2942.0,403.0,1440.0,1150.0,17.0,7-5-0,12
23,1683,1.1599999999999999,2890.0,538.0,1560.0,1050.0,10.0,7-5-0,12
24,4189,1.0800000000000001,3096.0,651.0,1560.0,1300.0,11.0,6-6-0,12
25,3329,1.0800000000000001,3048.0,413.0,1520.0,1350.0,8.0,6-6-0,12
26,5632,1.0,3327.0,536.0,1600.0,1500.0,7.0,5-7-0,12
27,5293,1.0,3183.0,497.0,1620.0,1200.0,28.0,5-7-0,12
28,1311,1.0,2845.0,429.0,1360.0,1250.0,35.0,6-6-0,12
29,4730,1.0,2606.0,317.0,1340.0,1100.0,11.0,6-6-0,12
30,5828,0.91000000000000003,2641.0,589.0,1540.0,900.0,6.0,5-7-0,12
31,4026,0.82999999999999996,2992.0,661.0,1680.0,1050.0,7.0,4-8-0,12
32,4459,0.82999999999999996,2980.0,477.0,1620.0,1150.0,20.0,4-8-0,12
33,5608,0.82999999999999996,2972.0,782.0,1560.0,1150.0,7.0,5-7-0,12
34,3091,0.82999999999999996,2805.0,539.0,1520.0,1050.0,10.0,5-7-0,12
35,5582,0.82999999999999996,2702.0,491.0,1460.0,1000.0,12.0,5-7-0,12
36,5900,0.82999999999999996,2604.0,538.0,1400.0,1000.0,9.0,5-7-0,12
37,3581,0.82999999999999996,2337.0,479.0,1500.0,650.0,12.0,4-8-0,12
38,5132,0.66000000000000003,2909.0,388.0,1480.0,1150.0,9.0,4-8-0,12
39,6325,0.66000000000000003,2809.0,704.0,1540.0,1000.0,4.0,4-8-0,12
40,6349,0.66000000000000003,2478.0,474.0,1340.0,850.0,8.0,4-8-0,12
41,5734,0.57999999999999996,2618.0,720.0,1660.0,700.0,8.0,3-9-0,12
42,3815,0.57999999999999996,2609.0,716.0,1580.0,800.0,9.0,3-9-0,12
43,6750,0.40999999999999998,2397.0,408.0,1440.0,750.0,7.0,2-10-0,12
44,6177,0.33000000000000002,2525.0,278.0,1360.0,950.0,10.0,2-10-0,12
45,4235,0.33000000000000002,2380.0,514.0,1480.0,700.0,5.0,2-10-0,12
