Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,25,38.0,231.0,140.0,208.0,600.0,12-0-0,12
2,834,26.0,250.0,120.0,113.0,625.0,7-5-0,12
3,6226,26.0,208.0,125.0,93.0,550.0,9-3-0,12
4,341,26.0,189.0,155.0,233.0,515.0,10-2-0,12
5,1218,25.0,189.0,120.0,76.0,540.0,8-4-0,12
6,1391,24.0,232.0,135.0,128.0,595.0,7-5-0,12
7,4454,24.0,216.0,135.0,170.0,525.0,8-4-0,12
8,2016,24.0,202.0,100.0,94.0,560.0,8-4-0,12
9,2095,23.0,227.0,110.0,71.0,605.0,7-5-0,12
10,708,23.0,196.0,140.0,45.0,560.0,7-5-0,12
11,2539,23.0,151.0,140.0,72.0,550.0,7-5-0,12
12,2607,22.0,184.0,150.0,185.0,500.0,8-4-0,12
13,2559,21.0,170.0,120.0,77.0,520.0,6-6-0,12
14,2234,20.0,238.0,115.0,33.0,565.0,6-6-0,12
15,5113,20.0,204.0,110.0,112.0,550.0,6-6-0,12
16,5457,20.0,159.0,105.0,58.0,540.0,6-6-0,12
17,5181,19.0,202.0,115.0,88.0,540.0,6-6-0,12
18,2191,19.0,141.0,95.0,56.0,475.0,6-6-0,12
19,1647,18.0,162.0,105.0,85.0,505.0,6-6-0,12
20,5401,18.0,134.0,120.0,69.0,475.0,6-6-0,12
21,5938,18.0,108.0,110.0,87.0,415.0,7-4-0,12
22,2590,17.0,204.0,75.0,140.0,525.0,6-6-0,12
23,5407,17.0,180.0,85.0,89.0,515.0,5-7-0,12
24,486,17.0,168.0,125.0,71.0,530.0,5-7-0,12
25,1495,16.0,193.0,105.0,101.0,475.0,6-6-0,12
26,304,16.0,190.0,85.0,89.0,450.0,6-5-0,12
27,1640,16.0,187.0,95.0,81.0,515.0,4-8-0,12
28,1791,16.0,156.0,75.0,30.0,460.0,6-6-0,12
29,203,15.0,118.0,95.0,83.0,475.0,5-7-0,12
30,1807,14.0,164.0,70.0,52.0,500.0,4-8-0,12
31,3167,12.0,146.0,85.0,79.0,440.0,3-9-0,12
32,2458,12.0,108.0,85.0,91.0,440.0,4-8-0,12
33,2729,12.0,107.0,70.0,56.0,440.0,3-9-0,12
34,709,11.0,194.0,80.0,74.0,500.0,3-9-0,12
35,5490,10.0,153.0,105.0,68.0,460.0,3-9-0,12
36,87,10.0,150.0,75.0,50.0,445.0,3-8-0,12
37,2495,8.0,174.0,100.0,66.0,460.0,2-10-0,12
