Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,225,18.00,290.00,486.00,300.00,527.00,9-1-0,0,10
2,1731,16.00,320.00,532.00,280.00,431.00,8-2-0,0,10
3,587,16.00,230.00,364.00,200.00,370.00,8-2-0,0,10
4,2912,16.00,180.00,195.00,160.00,245.00,8-2-0,0,10
5,339,14.00,270.00,372.00,160.00,399.00,7-3-0,0,10
6,2068,14.00,240.00,324.00,200.00,269.00,7-3-0,0,10
7,1418,14.00,230.00,381.00,220.00,333.00,7-3-0,0,10
8,4242,14.00,230.00,334.00,150.00,212.00,7-3-0,0,10
9,2377,14.00,200.00,271.00,150.00,509.00,7-3-0,0,10
10,449,14.00,190.00,394.00,240.00,342.00,7-3-0,0,10
11,56,14.00,180.00,386.00,210.00,381.00,7-3-0,0,10
12,4464,14.00,160.00,377.00,180.00,332.00,7-3-0,0,10
13,4456,14.00,130.00,281.00,130.00,294.00,7-3-0,0,10
14,4541,12.00,250.00,276.00,160.00,221.00,6-4-0,0,10
15,116,12.00,150.00,335.00,130.00,439.00,6-4-0,0,10
16,5243,12.00,140.00,237.00,110.00,286.00,6-4-0,0,10
17,614,12.00,130.00,273.00,150.00,286.00,6-4-0,0,10
18,3650,12.00,60.00,171.00,100.00,517.00,6-4-0,0,10
19,612,10.00,300.00,332.00,230.00,214.00,5-5-0,0,10
20,538,10.00,220.00,269.00,210.00,160.00,5-5-0,0,10
21,4821,10.00,210.00,237.00,40.00,361.00,5-5-0,0,10
22,1885,10.00,180.00,301.00,150.00,349.00,5-5-0,0,10
23,3419,10.00,170.00,372.00,110.00,327.00,5-5-0,0,10
24,623,10.00,150.00,297.00,160.00,481.00,5-4-0,1,10
25,2537,10.00,140.00,196.00,100.00,288.00,5-5-0,0,10
26,4099,10.00,130.00,206.00,110.00,378.00,5-5-0,0,10
27,888,10.00,110.00,172.00,70.00,177.00,5-5-0,0,10
28,1758,10.00,90.00,196.00,70.00,374.00,5-5-0,0,10
29,2849,8.00,250.00,266.00,120.00,248.00,4-6-0,0,10
30,4945,8.00,190.00,250.00,170.00,182.00,4-6-0,0,10
31,3455,8.00,170.00,171.00,90.00,238.00,4-6-0,0,10
32,2963,8.00,160.00,249.00,110.00,228.00,4-6-0,0,10
33,2642,8.00,150.00,291.00,190.00,312.00,4-6-0,0,10
34,2640,8.00,140.00,292.00,150.00,264.00,4-6-0,0,10
35,1915,8.00,110.00,231.00,120.00,249.00,4-6-0,0,10
36,2900,8.00,110.00,191.00,110.00,360.00,4-6-0,0,10
37,2961,8.00,100.00,180.00,110.00,244.00,4-6-0,0,10
38,686,8.00,80.00,251.00,80.00,333.00,4-6-0,0,10
39,611,8.00,70.00,222.00,80.00,325.00,4-6-0,0,10
40,5338,8.00,70.00,141.00,100.00,421.00,4-6-0,0,10
41,2911,6.00,190.00,266.00,190.00,137.00,3-7-0,0,10
42,4466,6.00,170.00,132.00,110.00,125.00,3-7-0,0,10
43,4067,6.00,110.00,231.00,140.00,421.00,3-7-0,0,10
44,2964,6.00,100.00,216.00,130.00,221.00,3-7-0,0,10
45,2914,6.00,80.00,253.00,80.00,50.00,3-7-0,0,10
46,1389,6.00,50.00,173.00,80.00,115.00,3-7-0,0,10
47,1849,6.00,40.00,241.00,130.00,295.00,3-7-0,0,10
48,615,4.00,120.00,222.00,110.00,246.00,2-8-0,0,10
49,2421,2.00,90.00,177.00,70.00,156.00,1-9-0,0,10
50,1123,2.00,70.00,250.00,140.00,189.00,1-9-0,0,10
