Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2648,24.00,438.00,300.00,703.00,12-1-0,0,13
2,3467,24.00,396.00,450.00,733.00,12-1-0,0,13
3,176,21.00,298.00,220.00,706.00,10-2-1,0,13
4,1153,20.00,438.00,150.00,770.00,10-3-0,0,13
5,69,20.00,374.00,230.00,474.00,10-3-0,0,13
6,133,18.00,392.00,300.00,485.00,9-4-0,0,13
7,4473,18.00,300.00,290.00,472.00,8-3-2,0,13
8,58,16.00,398.00,250.00,714.00,8-5-0,0,13
9,78,16.00,316.00,240.00,561.00,8-5-0,0,13
10,3930,16.00,276.00,200.00,426.00,8-5-0,0,13
11,3609,16.00,246.00,280.00,430.00,8-5-0,0,13
12,4055,16.00,244.00,180.00,438.00,8-5-0,0,13
13,1073,15.00,386.00,210.00,470.00,7-5-1,0,13
14,4564,14.00,376.00,260.00,510.00,7-6-0,0,13
15,1071,14.00,338.00,190.00,488.00,7-6-0,0,13
16,157,14.00,334.00,240.00,518.00,7-6-0,0,13
17,2386,14.00,302.00,260.00,410.00,7-6-0,0,13
18,1831,14.00,292.00,370.00,269.00,7-6-0,0,13
19,172,13.00,352.00,300.00,493.00,6-6-1,0,13
20,125,12.00,418.00,280.00,603.00,6-7-0,0,13
21,181,12.00,378.00,150.00,429.00,6-7-0,0,13
22,716,12.00,366.00,250.00,530.00,6-7-0,0,13
23,319,12.00,320.00,240.00,453.00,6-7-0,0,13
24,2200,12.00,258.00,230.00,387.00,6-7-0,0,13
25,348,10.00,264.00,160.00,501.00,5-8-0,0,13
26,4042,10.00,234.00,210.00,315.00,4-7-2,0,13
27,3566,9.00,346.00,170.00,371.00,4-8-1,0,13
28,3525,9.00,336.00,220.00,462.00,4-8-1,0,13
29,3597,9.00,292.00,170.00,269.00,4-8-1,0,13
30,1058,9.00,258.00,220.00,440.00,4-8-1,0,13
31,3585,9.00,230.00,190.00,358.00,4-8-1,0,13
32,4041,8.00,336.00,180.00,305.00,4-9-0,0,13
33,63,8.00,310.00,240.00,412.00,4-9-0,0,13
34,4546,8.00,236.00,200.00,274.00,4-9-0,0,13
35,4555,6.00,264.00,290.00,356.00,3-10-0,0,13
36,1922,6.00,250.00,210.00,437.00,3-10-0,0,13
37,3451,6.00,242.00,200.00,315.00,3-10-0,0,13
38,4793,4.00,178.00,210.00,304.00,2-11-0,0,13
