Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,67,20.00,430.00,595.00,230.00,495.00,10-2-0,0,12
2,469,20.00,330.00,563.00,320.00,297.00,10-2-0,0,12
3,548,18.00,470.00,528.00,230.00,339.00,9-3-0,0,12
4,245,18.00,390.00,565.00,270.00,672.00,9-3-0,0,12
5,27,18.00,380.00,612.00,380.00,457.00,9-3-0,0,12
6,4362,18.00,380.00,477.00,290.00,418.00,9-3-0,0,12
7,4568,16.00,410.00,431.00,160.00,327.00,8-4-0,0,12
8,4216,16.00,370.00,429.00,90.00,240.00,8-4-0,0,12
9,201,16.00,320.00,523.00,230.00,215.00,8-4-0,0,12
10,2075,16.00,310.00,568.00,210.00,444.00,8-4-0,0,12
11,2612,16.00,200.00,473.00,130.00,230.00,8-4-0,0,12
12,3322,14.00,410.00,436.00,260.00,281.00,7-5-0,0,12
13,3548,14.00,340.00,420.00,210.00,116.00,7-5-0,0,12
14,1189,14.00,330.00,612.00,250.00,240.00,7-5-0,0,12
15,3656,14.00,280.00,517.00,210.00,283.00,7-5-0,0,12
16,308,14.00,280.00,361.00,210.00,458.00,7-5-0,0,12
17,3668,12.00,300.00,445.00,120.00,285.00,6-6-0,0,12
18,3688,12.00,290.00,565.00,240.00,410.00,6-6-0,0,12
19,4390,12.00,240.00,393.00,230.00,219.00,6-6-0,0,12
20,4961,12.00,230.00,420.00,160.00,234.00,6-5-0,1,12
21,3655,12.00,210.00,469.00,210.00,170.00,6-6-0,0,12
22,2611,10.00,400.00,383.00,210.00,206.00,5-7-0,0,12
23,910,10.00,370.00,459.00,220.00,205.00,5-7-0,0,12
24,1504,10.00,240.00,404.00,120.00,157.00,5-7-0,0,12
25,226,10.00,170.00,466.00,180.00,251.00,5-7-0,0,12
26,5220,10.00,170.00,269.00,190.00,233.00,5-7-0,0,12
27,3707,10.00,150.00,435.00,160.00,336.00,5-7-0,0,12
28,5231,10.00,120.00,401.00,110.00,263.00,5-7-0,0,12
29,1076,10.00,110.00,474.00,200.00,282.00,5-7-0,0,12
30,244,8.00,250.00,446.00,120.00,264.00,4-8-0,0,12
31,4776,8.00,180.00,450.00,150.00,179.00,4-8-0,0,12
32,4840,8.00,180.00,327.00,130.00,186.00,4-8-0,0,12
33,3570,8.00,170.00,373.00,220.00,250.00,4-8-0,0,12
34,3603,8.00,170.00,328.00,200.00,247.00,4-8-0,0,12
35,3536,8.00,140.00,488.00,80.00,204.00,4-8-0,0,12
36,1188,8.00,130.00,400.00,110.00,395.00,4-8-0,0,12
37,5222,8.00,90.00,373.00,170.00,174.00,4-8-0,0,12
38,5229,6.00,190.00,332.00,120.00,265.00,3-9-0,0,12
39,216,4.00,120.00,309.00,80.00,254.00,2-10-0,0,12
40,288,4.00,110.00,318.00,120.00,126.00,2-10-0,0,12
