2018ctsct_0,District Chairman's Award,frc4557,
2018ctsct_1,District Event Winner,frc195,
2018ctsct_1,District Event Winner,frc5687,
2018ctsct_1,District Event Winner,frc7153,
2018ctsct_10,Rookie All Star Award,frc7153,
2018ctsct_11,Gracious Professionalism Award sponsored by Johnson & Johnson,frc3654,
2018ctsct_13,Judges' Award,frc3555,
2018ctsct_14,Highest Rookie Seed,frc7153,
2018ctsct_15,Rookie Inspiration Award sponsored by National Instruments,frc7127,
2018ctsct_16,Industrial Design Award sponsored by General Motors,frc5687,
2018ctsct_17,Quality Award sponsored by Motorola Solutions Foundation,frc195,
2018ctsct_18,Safety Award sponsored by Underwriters Laboratories,frc7127,
2018ctsct_2,District Event Finalist,frc95,
2018ctsct_2,District Event Finalist,frc230,
2018ctsct_2,District Event Finalist,frc7127,
2018ctsct_20,Creativity Award sponsored by Xerox,frc467,
2018ctsct_21,Excellence in Engineering Award sponsored by Delphi,frc95,
2018ctsct_22,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,frc228,
2018ctsct_27,Imagery Award in honor of Jack Kamen,frc155,
2018ctsct_29,Innovation in Control Award sponsored by Rockwell Automation,frc230,
2018ctsct_30,Team Spirit Award sponsored by FCA Foundation,frc6367,
2018ctsct_9,District Engineering Inspiration Award,frc2067,
