Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,3683,31.0,186.0,185.0,174.0,510.0,9-1-0,10
2,1511,27.0,198.0,80.0,160.0,495.0,8-2-0,10
3,2609,23.0,228.0,110.0,153.0,500.0,7-3-0,10
4,4001,23.0,217.0,105.0,225.0,475.0,7-3-0,10
5,5699,23.0,190.0,125.0,125.0,490.0,7-3-0,10
6,4946,23.0,164.0,100.0,159.0,445.0,8-2-0,10
7,772,21.0,222.0,100.0,158.0,465.0,7-3-0,10
8,3360,21.0,196.0,145.0,98.0,500.0,6-4-0,10
9,2706,21.0,155.0,125.0,87.0,490.0,6-4-0,10
10,1325,20.0,216.0,90.0,113.0,490.0,6-4-0,10
11,5834,20.0,210.0,75.0,112.0,440.0,7-3-0,10
12,5589,20.0,198.0,100.0,97.0,500.0,6-4-0,10
13,4069,20.0,162.0,80.0,79.0,470.0,6-4-0,10
14,2852,19.0,166.0,85.0,101.0,475.0,5-5-0,10
15,5921,18.0,218.0,95.0,97.0,455.0,6-4-0,10
16,2809,18.0,206.0,80.0,87.0,465.0,6-4-0,10
17,5911,18.0,200.0,105.0,85.0,470.0,6-4-0,10
18,1310,18.0,199.0,80.0,108.0,455.0,6-4-0,10
19,188,18.0,196.0,100.0,121.0,480.0,4-6-0,10
20,4951,18.0,152.0,80.0,111.0,470.0,5-5-0,10
21,771,18.0,152.0,75.0,79.0,440.0,5-5-0,10
22,4718,18.0,149.0,90.0,68.0,430.0,6-4-0,10
23,5680,18.0,141.0,110.0,77.0,410.0,6-4-0,10
24,1547,17.0,224.0,100.0,84.0,460.0,5-5-0,10
25,4519,17.0,128.0,85.0,110.0,430.0,5-5-0,10
26,854,16.0,202.0,65.0,96.0,500.0,4-6-0,10
27,1482,15.0,110.0,90.0,51.0,445.0,3-7-0,10
28,865,14.0,198.0,90.0,104.0,480.0,3-7-0,10
29,781,14.0,130.0,70.0,83.0,405.0,5-5-0,10
30,5776,13.0,150.0,100.0,55.0,450.0,3-7-0,10
31,6009,12.0,203.0,100.0,91.0,450.0,3-7-0,10
32,919,12.0,185.0,95.0,52.0,425.0,3-7-0,10
33,886,12.0,176.0,95.0,49.0,435.0,4-6-0,10
34,4914,11.0,188.0,80.0,56.0,440.0,3-7-0,10
35,1815,11.0,166.0,65.0,64.0,430.0,3-7-0,10
36,3705,11.0,139.0,65.0,88.0,410.0,3-7-0,10
37,5092,10.0,162.0,30.0,59.0,380.0,3-7-0,10
38,5039,10.0,160.0,80.0,44.0,415.0,3-7-0,10
39,4920,10.0,137.0,70.0,32.0,365.0,3-7-0,10
40,5821,9.0,145.0,60.0,70.0,435.0,2-8-0,10
41,4594,8.0,135.0,70.0,31.0,385.0,2-8-0,10
