Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,4941,1.8,1890.0,110.0,1040.0,650.0,0.0,9-1-0,10
2,5293,1.7,1925.0,225.0,960.0,750.0,5.0,8-1-1,10
3,4188,1.7,1835.0,460.0,1080.0,550.0,0.0,8-1-1,10
4,5608,1.5,1648.0,123.0,940.0,550.0,8.0,7-2-1,10
5,1002,1.5,1502.0,265.0,980.0,400.0,2.0,7-2-1,10
6,4189,1.3999999999999999,1682.0,325.0,920.0,650.0,2.0,7-3-0,10
7,1648,1.3999999999999999,1440.0,205.0,840.0,450.0,0.0,7-3-0,10
8,4468,1.3,1725.0,340.0,1080.0,450.0,0.0,6-3-1,10
9,6705,1.3,1505.0,145.0,980.0,400.0,0.0,6-3-1,10
10,4112,1.2,1338.0,190.0,900.0,250.0,8.0,6-4-0,10
11,5132,1.2,1298.0,295.0,740.0,350.0,13.0,6-4-0,10
12,5734,1.2,1200.0,155.0,740.0,250.0,0.0,6-3-0,10
13,3265,1.2,1136.0,180.0,700.0,200.0,6.0,6-4-0,10
14,4910,1.0,1570.0,220.0,960.0,450.0,0.0,5-5-0,10
15,1746,1.0,1499.0,285.0,1140.0,250.0,4.0,5-5-0,10
16,5332,1.0,1275.0,70.0,680.0,500.0,0.0,5-4-0,10
17,4026,1.0,1267.0,225.0,800.0,300.0,7.0,5-5-0,10
18,1795,1.0,1224.0,145.0,780.0,350.0,4.0,5-5-0,10
19,1683,0.90000000000000002,1690.0,265.0,1020.0,500.0,0.0,4-5-1,10
20,5900,0.90000000000000002,1240.0,50.0,840.0,350.0,0.0,4-5-1,10
21,3573,0.90000000000000002,1090.0,145.0,780.0,200.0,0.0,4-5-1,10
22,3998,0.80000000000000004,1358.0,167.0,820.0,350.0,3.0,4-6-0,10
23,4235,0.80000000000000004,1255.0,130.0,820.0,350.0,10.0,4-6-0,10
24,3318,0.80000000000000004,1246.0,115.0,760.0,300.0,1.0,4-6-0,10
25,6177,0.80000000000000004,1210.0,225.0,840.0,250.0,0.0,3-5-2,10
26,3344,0.80000000000000004,1166.0,135.0,780.0,250.0,1.0,4-6-0,10
27,6716,0.80000000000000004,1026.0,145.0,660.0,250.0,1.0,4-4-0,10
28,3091,0.69999999999999996,1000.0,195.0,760.0,150.0,5.0,3-6-1,10
29,5582,0.59999999999999998,1214.0,228.0,800.0,300.0,4.0,3-7-0,10
30,1261,0.59999999999999998,1190.0,352.0,800.0,250.0,5.0,3-7-0,10
31,6341,0.59999999999999998,882.0,175.0,560.0,200.0,7.0,3-4-0,10
32,6325,0.59999999999999998,835.0,225.0,600.0,100.0,0.0,3-5-0,10
33,6023,0.5,1220.0,45.0,800.0,350.0,0.0,2-6-1,10
34,832,0.5,1081.0,45.0,680.0,350.0,1.0,2-7-1,10
35,5651,0.5,773.0,50.0,440.0,200.0,3.0,2-3-1,10
36,1311,0.40000000000000002,1034.0,225.0,720.0,150.0,29.0,2-8-0,10
37,6712,0.40000000000000002,947.0,80.0,680.0,150.0,2.0,2-8-0,10
38,4749,0.29999999999999999,549.0,40.0,400.0,100.0,9.0,1-3-1,10
39,6710,0.0,540.0,20.0,320.0,200.0,0.0,0-4-0,10
