Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1626,8,1,0,9,16.00,16.56,260
2,2079,8,1,0,9,16.00,14.00,70
3,126,8,1,0,9,16.00,11.11,68
4,69,7,2,0,9,14.00,15.78,147
5,1511,7,2,0,9,14.00,15.78,64
6,1922,7,2,0,9,14.00,15.00,106
7,121,6,2,1,9,13.00,18.56,106
8,88,6,2,1,9,13.00,18.00,64
9,1919,6,2,1,9,13.00,13.33,64
10,1973,6,3,0,9,12.00,17.89,260
11,1686,6,2,0,8,12.00,12.67,69
12,1403,6,3,0,9,12.00,12.22,132
13,2043,5,3,1,9,11.00,25.78,256
14,2103,5,4,0,9,10.00,15.44,34
15,1768,5,4,0,9,10.00,11.00,68
16,1100,5,4,0,9,10.00,10.00,132
17,1965,5,4,0,9,10.00,9.56,83
18,2009,5,4,0,9,10.00,8.89,132
19,467,5,4,0,9,10.00,7.00,64
20,97,5,4,0,9,10.00,6.11,32
21,2124,4,4,1,9,9.00,17.67,64
22,2127,4,4,1,9,9.00,12.33,68
23,61,4,5,0,9,8.00,19.22,61
24,1568,4,5,0,9,8.00,18.67,64
25,173,4,5,0,9,8.00,16.67,260
26,839,4,5,0,9,8.00,15.89,68
27,1761,4,5,0,9,8.00,15.56,133
28,1757,4,5,0,9,8.00,14.67,147
29,2162,4,5,0,9,8.00,14.56,64
30,1350,3,4,2,9,8.00,13.11,61
31,1735,4,5,0,9,8.00,10.89,46
32,348,4,5,0,9,8.00,10.44,64
33,2125,4,5,0,9,8.00,10.33,133
34,1685,4,5,0,9,8.00,9.78,46
35,2126,4,5,0,9,8.00,8.44,69
36,2110,4,5,0,9,8.00,7.33,132
37,350,3,5,1,9,7.00,10.33,50
38,246,3,6,0,9,6.00,16.56,46
39,2084,3,6,0,9,6.00,12.33,79
40,2099,3,6,0,9,6.00,11.89,79
41,125,3,6,0,9,6.00,10.67,256
42,1831,3,6,0,9,6.00,5.56,40
43,1975,2,6,1,9,5.00,7.67,147
44,2262,2,7,0,9,4.00,14.89,32
45,1909,2,7,0,9,4.00,9.00,62
46,155,2,7,0,9,4.00,8.44,49
47,1779,2,7,0,9,4.00,5.89,64
48,1916,1,7,1,9,3.00,15.67,132
49,529,1,7,1,9,3.00,5.78,31
