Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1574,10,0,1,11,21.00,13.09,94
2,2217,8,3,0,11,16.00,13.91,32
3,2209,8,3,0,11,16.00,13.55,68
4,2214,8,3,0,11,16.00,9.64,34
5,2211,8,2,0,10,16.00,8.82,68
6,1947,7,3,1,11,15.00,8.82,64
7,1690,7,4,0,11,14.00,17.55,82
8,1949,7,4,0,11,14.00,13.55,82
9,2216,7,3,0,10,14.00,10.09,94
10,1576,6,4,1,11,13.00,15.82,60
11,1942,6,4,1,11,13.00,9.55,68
12,1657,6,5,0,11,12.00,11.09,73
13,2208,6,5,0,11,12.00,9.36,94
14,1955,5,5,1,11,11.00,13.55,47
15,2215,5,5,1,11,11.00,11.18,68
16,1577,5,5,1,11,11.00,8.36,64
17,2210,5,5,1,11,11.00,6.55,82
18,2257,4,5,2,11,10.00,10.00,48
19,1951,5,6,0,11,10.00,7.27,32
20,1946,5,6,0,11,10.00,6.73,32
21,1579,5,6,0,11,10.00,6.45,64
22,1944,4,5,2,11,10.00,4.82,28
23,1580,4,6,1,11,9.00,8.73,28
24,2212,4,6,1,11,9.00,8.45,28
25,1952,4,6,1,11,9.00,8.00,73
26,1957,4,7,0,11,8.00,16.18,68
27,2231,4,7,0,11,8.00,9.09,44
28,1943,4,7,0,11,8.00,5.64,20
29,1950,3,7,1,11,7.00,8.18,64
30,2213,3,8,0,11,6.00,11.36,68
31,1573,3,8,0,11,6.00,5.27,64
32,1937,2,8,1,11,5.00,8.45,39
33,2230,2,9,0,11,4.00,10.18,32
