Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1678,29.0,254.0,125.0,447.0,415.0,8-0-0,8
2,254,29.0,230.0,140.0,454.0,405.0,8-0-0,8
3,971,28.0,296.0,100.0,447.0,400.0,8-0-0,8
4,368,24.0,204.0,130.0,221.0,420.0,7-1-0,8
5,1280,23.0,200.0,105.0,139.0,405.0,7-1-0,8
6,2489,22.0,170.0,90.0,173.0,385.0,7-1-0,8
7,5924,19.0,180.0,100.0,130.0,415.0,6-2-0,8
8,5700,18.0,210.0,75.0,156.0,425.0,5-3-0,8
9,6039,18.0,174.0,100.0,150.0,410.0,5-3-0,8
10,852,18.0,172.0,95.0,141.0,385.0,6-2-0,8
11,256,18.0,148.0,105.0,139.0,340.0,7-1-0,8
12,649,17.0,198.0,100.0,125.0,400.0,4-4-0,8
13,4904,17.0,186.0,85.0,104.0,410.0,6-2-0,8
14,4255,17.0,182.0,90.0,166.0,385.0,4-3-1,8
15,5940,17.0,174.0,80.0,132.0,385.0,5-3-0,8
16,114,17.0,166.0,95.0,136.0,410.0,4-3-1,8
17,8,17.0,162.0,120.0,144.0,390.0,5-3-0,8
18,2643,17.0,156.0,70.0,139.0,375.0,4-4-0,8
19,192,16.0,216.0,75.0,165.0,415.0,4-3-1,8
20,1868,16.0,202.0,70.0,101.0,425.0,5-2-1,8
21,3303,16.0,180.0,90.0,110.0,395.0,4-3-1,8
22,5677,16.0,176.0,80.0,142.0,390.0,4-4-0,8
23,1351,16.0,172.0,60.0,84.0,405.0,4-4-0,8
24,2367,16.0,114.0,85.0,69.0,355.0,5-3-0,8
25,972,15.0,180.0,70.0,125.0,370.0,4-4-0,8
26,5089,15.0,172.0,90.0,138.0,395.0,3-5-0,8
27,751,15.0,172.0,90.0,115.0,385.0,5-3-0,8
28,4186,15.0,158.0,110.0,85.0,370.0,4-4-0,8
29,1662,14.0,214.0,95.0,141.0,420.0,3-5-0,8
30,1700,14.0,202.0,70.0,141.0,415.0,3-5-0,8
31,1967,14.0,172.0,100.0,118.0,340.0,4-4-0,8
32,2035,14.0,162.0,70.0,48.0,385.0,4-4-0,8
33,100,14.0,158.0,100.0,54.0,390.0,3-5-0,8
34,5171,14.0,156.0,55.0,65.0,390.0,4-4-0,8
35,766,14.0,152.0,100.0,136.0,345.0,4-4-0,8
36,115,13.0,194.0,65.0,97.0,375.0,4-4-0,8
37,3256,13.0,174.0,65.0,172.0,375.0,4-4-0,8
38,5026,13.0,140.0,75.0,62.0,385.0,3-5-0,8
39,2473,13.0,106.0,115.0,128.0,315.0,4-4-0,8
40,5027,12.0,200.0,85.0,74.0,405.0,3-5-0,8
41,4171,12.0,186.0,95.0,51.0,385.0,4-4-0,8
42,5104,12.0,164.0,90.0,57.0,380.0,3-5-0,8
43,2813,12.0,158.0,70.0,113.0,350.0,3-5-0,8
44,3482,12.0,158.0,45.0,95.0,395.0,3-4-1,8
45,846,12.0,156.0,70.0,98.0,400.0,3-5-0,8
46,4990,12.0,138.0,80.0,101.0,355.0,3-5-0,8
47,670,11.0,196.0,80.0,56.0,405.0,2-6-0,8
48,6059,11.0,196.0,75.0,75.0,385.0,2-6-0,8
49,604,11.0,180.0,85.0,68.0,375.0,3-5-0,8
50,199,11.0,176.0,95.0,113.0,355.0,3-5-0,8
51,2854,11.0,172.0,50.0,88.0,370.0,3-5-0,8
52,4765,11.0,170.0,65.0,86.0,380.0,3-5-0,8
53,6036,11.0,160.0,100.0,82.0,370.0,3-5-0,8
54,581,11.0,130.0,65.0,38.0,365.0,3-5-0,8
55,841,11.0,118.0,75.0,120.0,360.0,2-6-0,8
56,2135,10.0,190.0,95.0,71.0,400.0,2-6-0,8
57,5905,10.0,164.0,80.0,52.0,410.0,1-7-0,8
58,4643,10.0,136.0,105.0,58.0,330.0,3-5-0,8
59,4159,10.0,128.0,80.0,83.0,360.0,2-6-0,8
60,5728,9.0,168.0,40.0,88.0,350.0,3-5-0,8
61,668,8.0,160.0,65.0,85.0,335.0,3-5-0,8
62,5655,8.0,120.0,60.0,105.0,295.0,2-6-0,8
63,253,7.0,166.0,60.0,44.0,325.0,2-6-0,8
64,5737,6.0,144.0,60.0,57.0,365.0,1-7-0,8
