Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2767,35.0,250.0,140.0,207.0,635.0,11-1-0,12
2,3620,33.0,244.0,135.0,305.0,610.0,10-2-0,12
3,858,32.0,270.0,150.0,262.0,615.0,10-2-0,12
4,3546,32.0,216.0,155.0,211.0,615.0,8-4-0,12
5,3452,30.0,230.0,130.0,209.0,595.0,9-3-0,12
6,3688,29.0,238.0,145.0,269.0,605.0,8-4-0,12
7,2474,26.0,232.0,120.0,203.0,545.0,9-3-0,12
8,4967,25.0,242.0,115.0,244.0,545.0,7-5-0,12
9,6097,24.0,244.0,120.0,132.0,580.0,8-4-0,12
10,3875,24.0,228.0,135.0,104.0,615.0,6-6-0,12
11,5256,24.0,192.0,135.0,100.0,550.0,7-4-1,12
12,4325,24.0,186.0,135.0,143.0,555.0,7-5-0,12
13,2959,24.0,178.0,115.0,147.0,525.0,6-6-0,12
14,5056,23.0,198.0,125.0,151.0,540.0,6-5-1,12
15,5610,23.0,132.0,125.0,131.0,530.0,7-5-0,12
16,904,22.0,244.0,140.0,159.0,530.0,8-4-0,12
17,4956,22.0,188.0,145.0,82.0,605.0,5-7-0,12
18,288,22.0,164.0,145.0,94.0,560.0,5-7-0,12
19,5622,21.0,222.0,120.0,125.0,510.0,7-5-0,12
20,4237,21.0,200.0,125.0,102.0,580.0,5-7-0,12
21,5069,21.0,160.0,110.0,98.0,550.0,6-6-0,12
22,5535,21.0,156.0,100.0,104.0,545.0,6-6-0,12
23,6087,21.0,143.0,95.0,136.0,490.0,6-6-0,12
24,66,21.0,140.0,130.0,118.0,535.0,5-7-0,12
25,141,20.0,232.0,120.0,109.0,575.0,6-6-0,12
26,4855,19.0,214.0,90.0,144.0,515.0,6-6-0,12
27,5745,19.0,193.0,135.0,105.0,560.0,5-7-0,12
28,470,19.0,164.0,110.0,134.0,515.0,6-6-0,12
29,6094,19.0,161.0,100.0,107.0,520.0,5-7-0,12
30,216,17.0,208.0,115.0,87.0,535.0,5-7-0,12
31,244,17.0,203.0,105.0,103.0,495.0,5-6-1,12
32,5182,17.0,120.0,125.0,107.0,520.0,5-6-1,12
33,4409,17.0,118.0,125.0,112.0,510.0,5-7-0,12
34,6122,16.0,136.0,95.0,106.0,505.0,4-7-1,12
35,3547,16.0,130.0,125.0,137.0,520.0,3-8-1,12
36,5473,15.0,128.0,110.0,78.0,470.0,4-8-0,12
37,5173,14.0,190.0,90.0,101.0,520.0,4-8-0,12
38,4004,14.0,134.0,145.0,112.0,565.0,3-9-0,12
39,2405,13.0,190.0,105.0,88.0,525.0,2-10-0,12
40,1940,11.0,132.0,115.0,72.0,465.0,2-10-0,12
41,5255,6.0,90.0,70.0,60.0,370.0,1-9-0,12
