Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,125,18.00,298.00,210.00,392.00,9-1-0,0,10
2,1100,18.00,198.00,190.00,394.00,9-1-0,0,10
3,846,17.00,198.00,70.00,359.00,8-1-1,0,10
4,126,16.00,272.00,200.00,589.00,8-2-0,0,10
5,69,16.00,272.00,170.00,364.00,8-2-0,0,10
6,3958,16.00,232.00,190.00,269.00,8-2-0,0,10
7,3173,16.00,170.00,70.00,593.00,8-2-0,0,10
8,2013,14.00,246.00,200.00,268.00,7-3-0,0,10
9,3780,14.00,198.00,100.00,289.00,7-3-0,0,10
10,3466,14.00,120.00,220.00,155.00,7-3-0,0,10
11,1350,13.00,222.00,90.00,244.00,6-3-1,0,10
12,4761,12.00,224.00,50.00,305.00,6-4-0,0,10
13,2871,12.00,204.00,140.00,266.00,6-4-0,0,10
14,229,12.00,202.00,140.00,360.00,6-4-0,0,10
15,246,12.00,182.00,180.00,188.00,6-4-0,0,10
16,1768,12.00,146.00,130.00,248.00,6-4-0,0,10
17,3236,12.00,132.00,210.00,140.00,6-4-0,0,10
18,3479,12.00,126.00,100.00,220.00,6-4-0,0,10
19,4176,11.00,94.00,100.00,328.00,5-4-1,0,10
20,2876,10.00,178.00,120.00,222.00,5-5-0,0,10
21,1965,10.00,168.00,110.00,280.00,5-5-0,0,10
22,23,10.00,164.00,200.00,126.00,5-5-0,0,10
23,2877,10.00,130.00,130.00,184.00,5-5-0,0,10
24,1761,10.00,118.00,170.00,224.00,5-5-0,0,10
25,2079,10.00,112.00,50.00,141.00,5-5-0,0,10
26,97,10.00,106.00,120.00,340.00,5-5-0,0,10
27,3927,10.00,96.00,130.00,196.00,5-5-0,0,10
28,2084,10.00,76.00,180.00,286.00,5-5-0,0,10
29,4311,9.00,140.00,160.00,138.00,4-5-1,0,10
30,501,9.00,92.00,90.00,144.00,4-5-1,0,10
31,2713,8.00,200.00,40.00,124.00,4-6-0,0,10
32,2423,8.00,188.00,150.00,277.00,4-6-0,0,10
33,1757,8.00,178.00,50.00,225.00,4-6-0,0,10
34,383,8.00,174.00,100.00,151.00,4-6-0,0,10
35,2349,8.00,160.00,170.00,253.00,4-6-0,0,10
36,2523,8.00,112.00,70.00,268.00,4-5-0,1,10
37,1511,8.00,102.00,180.00,213.00,4-6-0,0,10
38,1474,8.00,84.00,110.00,365.00,4-6-0,0,10
39,4048,7.00,188.00,80.00,160.00,3-6-1,0,10
40,1153,6.00,158.00,90.00,300.00,3-7-0,0,10
41,88,6.00,136.00,180.00,229.00,3-7-0,0,10
42,4474,6.00,130.00,60.00,206.00,3-7-0,0,10
43,2262,6.00,98.00,70.00,142.00,3-6-0,1,10
44,4151,6.00,88.00,120.00,140.00,3-7-0,0,10
45,529,4.00,158.00,40.00,181.00,2-8-0,0,10
46,4796,4.00,94.00,80.00,116.00,2-8-0,0,10
47,1721,4.00,68.00,100.00,96.00,2-8-0,0,10
48,1754,4.00,50.00,90.00,177.00,2-8-0,0,10
49,1973,4.00,44.00,50.00,122.00,2-7-0,1,10
50,1099,2.00,72.00,70.00,142.00,1-9-0,0,10
