Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,5150,33.0,166.0,130.0,99.0,625.0,10-2-0,12
2,6086,29.0,246.0,95.0,95.0,625.0,10-2-0,12
3,4384,29.0,232.0,140.0,92.0,685.0,9-3-0,12
4,5460,29.0,226.0,150.0,68.0,600.0,10-2-0,12
5,3656,27.0,242.0,140.0,57.0,650.0,8-4-0,12
6,70,26.0,232.0,105.0,92.0,605.0,9-3-0,12
7,4376,26.0,212.0,120.0,58.0,590.0,8-4-0,12
8,5114,25.0,198.0,130.0,185.0,575.0,8-4-0,12
9,5067,25.0,168.0,120.0,64.0,565.0,8-4-0,12
10,3535,23.0,236.0,125.0,113.0,595.0,7-5-0,12
11,5053,23.0,148.0,125.0,49.0,570.0,6-6-0,12
12,5524,22.0,252.0,115.0,72.0,595.0,7-5-0,12
13,5612,22.0,226.0,115.0,54.0,585.0,6-6-0,12
14,894,21.0,226.0,90.0,121.0,535.0,8-4-0,12
15,5251,21.0,186.0,100.0,32.0,505.0,7-5-0,12
16,5561,20.0,211.0,115.0,69.0,550.0,6-6-0,12
17,5502,20.0,152.0,145.0,47.0,480.0,7-5-0,12
18,1,20.0,152.0,115.0,108.0,465.0,7-4-0,12
19,3568,20.0,152.0,105.0,41.0,530.0,6-6-0,12
20,6067,19.0,196.0,80.0,23.0,570.0,5-7-0,12
21,6081,19.0,193.0,85.0,65.0,550.0,6-6-0,12
22,5509,19.0,162.0,120.0,93.0,490.0,6-6-0,12
23,4994,19.0,154.0,80.0,58.0,505.0,6-6-0,12
24,5056,19.0,134.0,100.0,53.0,530.0,5-7-0,12
25,5084,18.0,166.0,110.0,64.0,530.0,5-7-0,12
26,5235,18.0,118.0,75.0,21.0,465.0,6-6-0,12
27,5784,17.0,192.0,105.0,63.0,515.0,5-7-0,12
28,5487,17.0,164.0,105.0,75.0,535.0,5-7-0,12
29,5660,15.0,157.0,70.0,58.0,450.0,5-7-0,12
30,1322,14.0,128.0,70.0,38.0,495.0,3-9-0,12
31,5462,13.0,176.0,95.0,69.0,445.0,5-7-0,12
32,468,13.0,172.0,95.0,98.0,470.0,4-8-0,12
33,5641,13.0,134.0,95.0,80.0,510.0,3-9-0,12
34,5694,13.0,98.0,75.0,38.0,380.0,4-5-0,12
35,322,12.0,178.0,95.0,44.0,460.0,4-8-0,12
36,5183,12.0,164.0,80.0,54.0,465.0,4-8-0,12
37,5234,12.0,148.0,95.0,37.0,500.0,3-9-0,12
38,5538,12.0,130.0,75.0,47.0,465.0,3-9-0,12
39,5215,9.0,178.0,70.0,48.0,460.0,2-10-0,12
40,4998,7.0,186.0,50.0,47.0,440.0,3-9-0,12
