Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,16,25.0,118.0,175.0,135.0,390.0,7-1-0,9
2,3310,24.0,191.0,100.0,185.0,400.0,8-0-0,9
3,3937,23.0,154.0,165.0,124.0,430.0,7-1-0,9
4,3039,20.0,130.0,85.0,119.0,360.0,6-2-0,8
5,3593,20.0,124.0,130.0,95.0,370.0,6-2-0,9
6,3140,19.0,168.0,85.0,70.0,430.0,6-2-0,8
7,5454,19.0,142.0,110.0,62.0,410.0,6-2-0,8
8,5006,18.0,146.0,90.0,41.0,400.0,6-2-0,9
9,5045,18.0,144.0,100.0,147.0,345.0,6-2-0,8
10,2359,18.0,118.0,105.0,62.0,370.0,6-2-0,8
11,2338,18.0,118.0,70.0,133.0,370.0,6-2-0,9
12,5002,18.0,96.0,110.0,54.0,355.0,6-2-0,8
13,3507,16.0,158.0,80.0,119.0,390.0,4-4-0,8
14,3931,16.0,141.0,80.0,64.0,410.0,4-4-0,8
15,2077,15.0,158.0,105.0,72.0,385.0,4-4-0,9
16,3959,15.0,128.0,75.0,37.0,370.0,5-3-0,8
17,3160,15.0,121.0,120.0,41.0,315.0,5-2-1,9
18,3061,14.0,168.0,80.0,79.0,395.0,4-4-0,9
19,5437,14.0,132.0,80.0,123.0,355.0,4-4-0,9
20,3468,14.0,116.0,85.0,52.0,345.0,4-4-0,8
21,5721,13.0,124.0,65.0,59.0,320.0,4-3-1,8
22,5568,13.0,120.0,70.0,65.0,345.0,4-4-0,9
23,6183,13.0,92.0,110.0,39.0,340.0,4-4-0,8
24,4721,13.0,84.0,55.0,45.0,325.0,4-4-0,8
25,6055,12.0,140.0,80.0,56.0,345.0,4-4-0,8
26,932,12.0,130.0,85.0,103.0,365.0,4-4-0,8
27,5153,12.0,100.0,80.0,36.0,340.0,4-4-0,8
28,2388,12.0,92.0,120.0,59.0,350.0,3-4-1,9
29,4005,12.0,86.0,105.0,93.0,300.0,5-3-0,8
30,4090,12.0,78.0,90.0,81.0,265.0,4-4-0,9
31,2333,11.0,130.0,75.0,59.0,380.0,3-5-0,9
32,2830,11.0,94.0,80.0,50.0,350.0,3-5-0,8
33,4335,11.0,90.0,95.0,51.0,320.0,3-5-0,8
34,2395,11.0,76.0,60.0,40.0,280.0,4-4-0,8
35,3612,10.0,98.0,80.0,73.0,340.0,3-5-0,8
36,538,9.0,138.0,60.0,32.0,335.0,3-5-0,9
37,5729,9.0,98.0,80.0,87.0,325.0,2-5-1,8
38,5178,9.0,64.0,55.0,52.0,270.0,3-5-0,8
39,4576,8.0,130.0,70.0,56.0,305.0,2-6-0,9
40,34,8.0,118.0,85.0,25.0,310.0,3-5-0,9
41,3961,8.0,80.0,60.0,25.0,265.0,2-6-0,9
42,2773,7.0,116.0,70.0,32.0,295.0,2-5-1,8
43,4490,7.0,96.0,70.0,64.0,310.0,1-7-0,8
44,6131,7.0,96.0,65.0,54.0,300.0,2-6-0,9
45,537,7.0,92.0,65.0,26.0,330.0,2-6-0,9
46,6068,7.0,68.0,50.0,26.0,285.0,2-5-1,8
47,2461,6.0,126.0,35.0,24.0,345.0,1-7-0,8
48,704,6.0,82.0,55.0,92.0,270.0,2-6-0,9
49,6186,5.0,92.0,45.0,10.0,295.0,1-7-0,8
