2019micmp_f1m1,frc3538,frc5460,frc314,frc3604,frc4362,frc862,99,99
2019micmp_f1m2,frc3538,frc5460,frc314,frc3604,frc4362,frc862,93,101
2019micmp_f1m3,frc3538,frc5460,frc314,frc3604,frc4362,frc862,119,79
2019micmp_f1m4,frc3538,frc5460,frc314,frc3604,frc4362,frc862,95,95
2019micmp_f1m5,frc3538,frc5460,frc314,frc3604,frc4362,frc862,90,98
2019micmp_sf1m1,frc548,frc2767,frc7769,frc3538,frc5460,frc314,91,72
2019micmp_sf1m2,frc548,frc2767,frc7769,frc3538,frc5460,frc314,65,101
2019micmp_sf1m3,frc548,frc2767,frc7769,frc3538,frc5460,frc314,91,104
2019micmp_sf2m1,frc33,frc5050,frc4956,frc3604,frc4362,frc862,113,113
2019micmp_sf2m2,frc33,frc5050,frc4956,frc3604,frc4362,frc862,110,103
2019micmp_sf2m3,frc33,frc5050,frc4956,frc3604,frc4362,frc862,113,127
