Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1540,42.0,298.0,150.0,434.0,655.0,12-0-0,12
2,2471,36.0,374.0,165.0,309.0,650.0,10-2-0,12
3,2811,31.0,300.0,160.0,170.0,680.0,9-3-0,12
4,2374,30.0,336.0,155.0,264.0,625.0,9-3-0,12
5,3024,30.0,290.0,140.0,284.0,590.0,9-3-0,12
6,4132,25.0,304.0,135.0,160.0,650.0,7-5-0,12
7,5970,25.0,288.0,135.0,159.0,620.0,7-5-0,12
8,2550,25.0,252.0,140.0,186.0,615.0,7-5-0,12
9,1432,24.0,314.0,130.0,79.0,630.0,7-5-0,12
10,4057,24.0,282.0,135.0,210.0,610.0,7-5-0,12
11,1510,24.0,240.0,145.0,183.0,580.0,6-6-0,12
12,4692,23.0,232.0,155.0,159.0,600.0,6-6-0,12
13,5450,22.0,272.0,135.0,211.0,630.0,5-7-0,12
14,2733,22.0,272.0,125.0,141.0,610.0,6-6-0,12
15,4110,22.0,260.0,125.0,141.0,605.0,5-7-0,12
16,2002,21.0,298.0,110.0,141.0,615.0,6-6-0,12
17,5468,21.0,296.0,135.0,132.0,650.0,5-7-0,12
18,4051,21.0,280.0,130.0,106.0,615.0,6-6-0,12
19,1359,21.0,276.0,145.0,100.0,620.0,5-7-0,12
20,3674,20.0,274.0,155.0,206.0,585.0,5-7-0,12
21,2635,20.0,264.0,110.0,119.0,575.0,6-6-0,12
22,1571,20.0,248.0,145.0,115.0,600.0,5-7-0,12
23,2411,20.0,228.0,140.0,129.0,565.0,5-7-0,12
24,3131,19.0,262.0,130.0,105.0,560.0,5-7-0,12
25,3636,18.0,314.0,80.0,156.0,590.0,5-7-0,12
26,4309,17.0,282.0,110.0,121.0,580.0,5-7-0,12
27,3673,17.0,258.0,125.0,120.0,595.0,4-8-0,12
28,5956,17.0,170.0,100.0,127.0,555.0,4-8-0,12
29,2915,16.0,186.0,85.0,120.0,575.0,3-9-0,12
30,5975,15.0,226.0,85.0,104.0,580.0,3-9-0,12
31,4662,15.0,182.0,95.0,108.0,505.0,4-8-0,12
32,4043,14.0,294.0,145.0,112.0,560.0,4-8-0,12
