Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2403,2.0,2185.0,350.0,1200.0,800.0,0.0,6-2-0,8
2,1726,1.87,2273.0,535.0,1100.0,1000.0,3.0,6-1-1,8
3,2375,1.87,2139.0,294.0,1020.0,900.0,4.0,7-1-0,8
4,991,1.87,2046.0,356.0,1080.0,800.0,1.0,6-2-0,8
5,3944,1.62,2199.0,416.0,1180.0,850.0,4.0,5-3-0,8
6,1011,1.62,2070.0,405.0,1140.0,800.0,0.0,4-3-1,8
7,2478,1.5,2158.0,600.0,1160.0,800.0,8.0,5-3-0,8
8,842,1.5,2132.0,192.0,940.0,900.0,37.0,6-2-0,8
9,6530,1.5,2079.0,419.0,1060.0,850.0,4.0,5-3-0,8
10,2662,1.37,1841.0,295.0,900.0,800.0,1.0,5-2-1,8
11,698,1.25,2214.0,355.0,1120.0,900.0,4.0,4-4-0,8
12,6413,1.25,1930.0,230.0,840.0,950.0,0.0,5-3-0,8
13,1492,1.12,2030.0,355.0,880.0,1000.0,0.0,4-3-1,8
14,4183,1.12,1959.0,474.0,1040.0,750.0,4.0,4-4-0,8
15,3577,1.12,1804.0,289.0,940.0,650.0,9.0,4-4-0,8
16,6479,1.0,1950.0,290.0,820.0,950.0,0.0,4-4-0,8
17,3019,1.0,1790.0,420.0,940.0,700.0,5.0,4-4-0,8
18,4146,1.0,1753.0,413.0,980.0,650.0,3.0,3-5-0,8
19,498,0.87,2139.0,404.0,1100.0,850.0,9.0,2-5-1,8
20,996,0.87,1679.0,242.0,880.0,550.0,9.0,3-5-0,8
21,4841,0.87,1669.0,200.0,760.0,800.0,4.0,3-3-1,8
22,6314,0.75,2093.0,418.0,1020.0,850.0,3.0,3-5-0,8
23,2486,0.75,2058.0,487.0,1080.0,700.0,8.0,3-5-0,8
24,6372,0.75,1825.0,480.0,920.0,750.0,5.0,3-5-0,8
25,2449,0.75,1749.0,414.0,900.0,650.0,4.0,3-5-0,8
26,4565,0.75,1723.0,358.0,840.0,750.0,3.0,3-5-0,8
27,6352,0.5,1756.0,470.0,920.0,700.0,1.0,2-6-0,8
28,6518,0.5,1180.0,80.0,600.0,500.0,0.0,2-4-0,8
29,60,0.25,1794.0,299.0,900.0,750.0,4.0,1-7-0,8
30,6683,0.0,1497.0,292.0,860.0,500.0,7.0,0-8-0,8
