Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,3928,16.00,256.00,130.00,247.00,8-0-0,0,8
2,2574,16.00,224.00,190.00,464.00,8-0-0,0,8
3,967,16.00,138.00,150.00,373.00,8-0-0,0,8
4,2175,14.00,172.00,150.00,319.00,7-1-0,0,8
5,2220,14.00,148.00,130.00,149.00,7-1-0,0,8
6,3747,14.00,120.00,100.00,370.00,7-1-0,0,8
7,171,12.00,106.00,170.00,182.00,6-2-0,0,8
8,2225,12.00,98.00,270.00,99.00,6-2-0,0,8
9,2531,12.00,94.00,180.00,198.00,6-2-0,0,8
10,3691,11.00,144.00,150.00,147.00,5-2-1,0,8
11,4225,11.00,108.00,70.00,135.00,5-1-1,1,8
12,4663,11.00,80.00,260.00,97.00,5-2-1,0,8
13,3130,10.00,194.00,170.00,155.00,5-3-0,0,8
14,3883,10.00,160.00,100.00,246.00,5-3-0,0,8
15,3291,10.00,128.00,150.00,157.00,5-3-0,0,8
16,4198,10.00,108.00,150.00,198.00,5-3-0,0,8
17,3722,10.00,86.00,140.00,185.00,5-3-0,0,8
18,2883,9.00,196.00,140.00,220.00,4-3-1,0,8
19,4239,9.00,110.00,60.00,183.00,4-3-1,0,8
20,4607,9.00,106.00,130.00,134.00,4-3-1,0,8
21,3090,9.00,98.00,60.00,153.00,4-3-1,0,8
22,4687,9.00,82.00,120.00,153.00,4-3-1,0,8
23,2143,9.00,70.00,130.00,98.00,4-3-1,0,8
24,3633,8.00,156.00,70.00,183.00,4-4-0,0,8
25,4632,8.00,104.00,80.00,112.00,4-4-0,0,8
26,4397,8.00,102.00,140.00,136.00,4-4-0,0,8
27,2989,8.00,100.00,60.00,157.00,4-4-0,0,8
28,2129,8.00,96.00,70.00,110.00,4-4-0,0,8
29,2491,8.00,86.00,190.00,102.00,4-4-0,0,8
30,3261,8.00,84.00,60.00,166.00,4-4-0,0,8
31,4648,8.00,66.00,100.00,128.00,4-4-0,0,8
32,2532,8.00,60.00,70.00,184.00,4-4-0,0,8
33,2606,8.00,46.00,100.00,115.00,4-4-0,0,8
34,4244,8.00,36.00,70.00,141.00,4-4-0,0,8
35,2654,7.00,100.00,100.00,146.00,3-4-1,0,8
36,2513,7.00,86.00,60.00,111.00,3-4-1,0,8
37,2239,6.00,138.00,90.00,112.00,3-5-0,0,8
38,2667,6.00,122.00,130.00,113.00,3-5-0,0,8
39,1816,6.00,122.00,70.00,236.00,3-5-0,0,8
40,3042,6.00,102.00,160.00,148.00,3-5-0,0,8
41,4665,6.00,92.00,50.00,101.00,3-5-0,0,8
42,2847,6.00,88.00,60.00,116.00,3-5-0,0,8
43,3848,6.00,82.00,120.00,130.00,3-5-0,0,8
44,2549,6.00,76.00,80.00,69.00,3-5-0,0,8
45,4226,6.00,74.00,80.00,60.00,3-5-0,0,8
46,2525,6.00,62.00,70.00,165.00,3-5-0,0,8
47,3206,6.00,58.00,120.00,121.00,3-5-0,0,8
48,3298,6.00,42.00,70.00,113.00,3-5-0,0,8
49,3610,6.00,40.00,110.00,89.00,3-5-0,0,8
50,2177,4.00,110.00,120.00,107.00,2-6-0,0,8
51,3275,4.00,88.00,100.00,80.00,2-6-0,0,8
52,3926,4.00,78.00,90.00,90.00,2-6-0,0,8
53,4778,4.00,76.00,70.00,84.00,2-6-0,0,8
54,3690,4.00,64.00,80.00,107.00,2-6-0,0,8
55,2472,4.00,58.00,130.00,89.00,2-6-0,0,8
56,3290,4.00,56.00,90.00,138.00,2-6-0,0,8
57,3023,3.00,54.00,40.00,94.00,1-6-1,0,8
58,2207,2.00,66.00,70.00,103.00,1-7-0,0,8
59,3026,2.00,60.00,110.00,82.00,1-7-0,0,8
60,3699,2.00,8.00,80.00,47.00,1-7-0,0,8
