Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1000,8,0,1,9,17.00,6.89,64
2,1756,8,1,0,9,16.00,10.00,64
3,1732,7,1,1,9,15.00,17.00,64
4,71,7,1,1,9,15.00,15.44,68
5,2022,7,1,1,9,15.00,9.11,64
6,2151,7,2,0,9,14.00,17.89,47
7,111,7,2,0,9,14.00,12.56,64
8,1716,7,2,0,9,14.00,11.00,68
9,74,6,3,0,9,12.00,14.33,54
10,2115,5,3,1,9,11.00,10.56,61
11,1850,5,3,1,9,11.00,10.22,68
12,2047,4,3,2,9,10.00,13.56,64
13,1243,5,4,0,9,10.00,10.89,128
14,2033,5,4,0,9,10.00,10.22,128
15,2040,5,4,0,9,10.00,8.22,34
16,468,4,4,1,9,9.00,4.22,64
17,1710,4,5,0,9,8.00,13.78,44
18,107,4,5,0,9,8.00,13.22,32
19,9,4,5,0,9,8.00,13.00,49
20,501,4,5,0,9,8.00,10.00,44
21,1781,4,5,0,9,8.00,9.78,58
22,447,4,5,0,9,8.00,9.11,40
23,1982,3,5,1,9,7.00,16.22,42
24,648,3,5,1,9,7.00,14.67,128
25,101,3,5,1,9,7.00,13.00,47
26,1103,3,5,1,9,7.00,12.78,58
27,1625,3,5,1,9,7.00,9.78,47
28,858,3,5,1,9,7.00,8.44,61
29,1525,3,6,0,9,6.00,12.00,49
30,1770,2,5,2,9,6.00,6.67,40
31,2041,2,6,1,9,5.00,7.33,64
32,2112,2,6,1,9,5.00,6.89,44
33,288,2,6,1,9,5.00,6.00,36
34,1785,2,7,0,9,4.00,10.89,36
35,1755,1,6,2,9,4.00,6.44,46
36,1739,1,8,0,9,2.00,13.22,42
37,904,1,8,0,9,2.00,10.22,34
