Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1629,20.00,380.00,541.00,200.00,279.00,10-1-0,0,11
2,2528,20.00,200.00,372.00,130.00,465.00,10-1-0,0,11
3,1610,18.00,440.00,422.00,180.00,314.00,9-2-0,0,11
4,2363,18.00,430.00,536.00,300.00,400.00,9-2-0,0,11
5,4067,18.00,330.00,432.00,150.00,165.00,9-2-0,0,11
6,1885,18.00,320.00,488.00,240.00,263.00,9-2-0,0,11
7,2849,16.00,360.00,397.00,100.00,230.00,8-3-0,0,11
8,686,16.00,260.00,422.00,200.00,247.00,8-3-0,0,11
9,63,16.00,240.00,388.00,180.00,259.00,8-3-0,0,11
10,2534,14.00,280.00,421.00,200.00,174.00,7-4-0,0,11
11,233,14.00,250.00,456.00,210.00,259.00,7-4-0,0,11
12,4456,14.00,250.00,325.00,110.00,295.00,7-4-0,0,11
13,5106,14.00,190.00,272.00,110.00,230.00,7-4-0,0,11
14,229,14.00,160.00,297.00,150.00,200.00,7-4-0,0,11
15,2964,14.00,110.00,346.00,200.00,148.00,7-4-0,0,11
16,1741,12.00,310.00,448.00,220.00,394.00,6-5-0,0,11
17,2421,12.00,300.00,293.00,130.00,148.00,6-5-0,0,11
18,4945,12.00,280.00,291.00,130.00,168.00,6-5-0,0,11
19,3389,12.00,260.00,372.00,180.00,336.00,6-5-0,0,11
20,3373,12.00,260.00,260.00,160.00,198.00,6-5-0,0,11
21,2199,12.00,250.00,403.00,190.00,324.00,6-5-0,0,11
22,401,12.00,180.00,375.00,250.00,159.00,6-5-0,0,11
23,3793,12.00,180.00,341.00,180.00,186.00,6-5-0,0,11
24,4505,12.00,180.00,303.00,90.00,70.00,6-5-0,0,11
25,4514,12.00,160.00,244.00,120.00,84.00,6-5-0,0,11
26,620,12.00,130.00,295.00,100.00,161.00,6-5-0,0,11
27,623,11.00,280.00,382.00,150.00,258.00,5-5-1,0,11
28,3748,11.00,120.00,266.00,80.00,248.00,5-5-1,0,11
29,1111,10.00,310.00,498.00,270.00,217.00,5-6-0,0,11
30,329,10.00,280.00,306.00,300.00,216.00,5-6-0,0,11
31,2377,10.00,200.00,333.00,150.00,190.00,5-6-0,0,11
32,53,10.00,160.00,339.00,160.00,318.00,5-6-0,0,11
33,2819,10.00,140.00,252.00,130.00,186.00,5-6-0,0,11
34,888,10.00,130.00,330.00,140.00,276.00,5-6-0,0,11
35,2537,10.00,100.00,342.00,130.00,108.00,5-6-0,0,11
36,4949,10.00,70.00,347.00,120.00,225.00,5-6-0,0,11
37,4541,9.00,140.00,347.00,110.00,205.00,4-6-1,0,11
38,1547,8.00,230.00,343.00,150.00,131.00,4-7-0,0,11
39,1195,8.00,170.00,319.00,120.00,323.00,4-7-0,0,11
40,4638,8.00,170.00,226.00,150.00,285.00,4-7-0,0,11
41,4137,8.00,140.00,360.00,110.00,156.00,4-7-0,0,11
42,5115,8.00,140.00,267.00,110.00,176.00,4-7-0,0,11
43,3714,8.00,140.00,187.00,90.00,307.00,4-7-0,0,11
44,1446,8.00,120.00,187.00,120.00,262.00,4-6-0,1,11
45,1748,8.00,100.00,257.00,130.00,174.00,4-7-0,0,11
46,3941,8.00,100.00,248.00,120.00,312.00,4-7-0,0,11
47,3650,6.00,210.00,334.00,130.00,186.00,3-8-0,0,11
48,2483,6.00,190.00,263.00,90.00,67.00,3-8-0,0,11
49,1719,5.00,300.00,251.00,90.00,116.00,2-8-1,0,11
50,4464,5.00,160.00,285.00,110.00,101.00,2-8-1,0,11
51,3283,4.00,150.00,192.00,80.00,185.00,2-9-0,0,11
52,1601,4.00,120.00,249.00,100.00,117.00,2-9-0,0,11
53,1389,3.00,130.00,175.00,60.00,60.00,1-9-1,0,11
54,5269,2.00,60.00,147.00,140.00,90.00,1-10-0,0,11
