Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,620,7,1,0,8,14.00,9.00,38
2,2068,7,1,0,8,14.00,5.38,49
3,1095,6,1,1,8,13.00,9.88,84
4,928,6,1,1,8,13.00,9.00,108
5,2028,6,1,1,8,13.00,4.63,62
6,2108,6,1,1,8,13.00,3.25,49
7,1086,6,2,0,8,12.00,11.88,64
8,116,6,2,0,8,12.00,8.88,108
9,414,5,1,2,8,12.00,4.38,49
10,1907,4,1,3,8,11.00,11.38,84
11,1599,5,2,1,8,11.00,9.63,36
12,1262,5,2,1,8,11.00,4.63,64
13,346,5,2,1,8,11.00,4.50,32
14,587,5,2,1,8,11.00,1.00,47
15,401,5,3,0,8,10.00,10.50,46
16,435,5,3,0,8,10.00,9.50,84
17,1885,5,3,0,8,10.00,9.25,108
18,623,5,3,0,8,10.00,8.38,36
19,1598,5,3,0,8,10.00,8.25,34
20,617,5,3,0,8,10.00,6.50,49
21,1137,5,3,0,8,10.00,5.88,49
22,539,5,3,0,8,10.00,5.50,34
23,612,5,3,0,8,10.00,5.25,64
24,1184,5,3,0,8,10.00,5.00,47
25,2106,5,3,0,8,10.00,4.00,65
26,1830,5,3,0,8,10.00,3.50,62
27,1748,4,2,2,8,10.00,1.75,37
28,843,5,3,0,8,10.00,1.75,37
29,384,4,3,1,8,9.00,7.75,65
30,1033,3,2,3,8,9.00,5.25,32
31,343,3,2,3,8,9.00,4.75,38
32,1123,4,4,0,8,8.00,11.25,49
33,1731,4,4,0,8,8.00,7.00,38
34,1413,4,4,0,8,8.00,4.50,49
35,1236,3,3,2,8,8.00,4.38,34
36,1002,3,3,2,8,8.00,2.88,20
37,393,3,4,1,8,7.00,12.50,20
38,339,2,3,3,8,7.00,5.75,30
39,900,3,4,1,8,7.00,3.13,62
40,1054,2,4,2,8,6.00,10.88,32
41,405,3,5,0,8,6.00,10.00,64
42,1655,3,4,0,7,6.00,10.00,34
43,510,3,5,0,8,6.00,9.50,34
44,1541,3,5,0,8,6.00,8.25,32
45,1895,3,5,0,8,6.00,8.00,64
46,611,3,5,0,8,6.00,6.00,36
47,1172,3,5,0,8,6.00,5.88,24
48,540,3,5,0,8,6.00,5.50,16
49,1829,3,5,0,8,6.00,5.00,32
50,2107,3,5,0,8,6.00,4.00,64
51,619,3,5,0,8,6.00,1.88,62
52,1793,2,4,2,8,6.00,0.75,16
53,1908,1,4,3,8,5.00,12.25,30
54,1610,2,5,1,8,5.00,8.38,38
55,345,2,5,1,8,5.00,4.50,16
56,600,2,5,1,8,5.00,0.75,20
57,122,2,5,0,7,4.00,7.00,30
58,422,1,5,2,8,4.00,3.88,15
59,975,1,6,1,8,3.00,5.38,60
60,1093,1,6,1,8,3.00,3.63,15
61,2021,1,6,1,8,3.00,3.38,15
62,2186,1,6,1,8,3.00,3.25,16
63,1222,1,6,1,8,3.00,2.75,15
64,1522,1,7,0,8,2.00,6.75,32
65,2074,1,6,0,7,2.00,5.57,15
66,638,1,7,0,8,2.00,4.13,16
