Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,365,9,1,0,10,18.00,14.20,132
2,316,8,2,0,10,16.00,17.40,124
3,191,7,1,2,10,16.00,12.60,158
4,1713,7,2,1,10,15.00,6.10,42
5,1126,7,3,0,10,14.00,12.60,98
6,1507,7,3,0,10,14.00,10.60,94
7,639,7,3,0,10,14.00,8.10,158
8,250,7,3,0,10,14.00,7.20,38
9,1559,6,3,1,10,13.00,14.30,158
10,1591,6,3,1,10,13.00,11.60,62
11,768,6,3,1,10,13.00,5.40,76
12,1728,6,4,0,10,12.00,8.60,42
13,1518,5,4,1,10,11.00,9.10,132
14,467,5,4,1,10,11.00,7.70,62
15,870,5,4,1,10,11.00,7.30,60
16,174,5,4,1,10,11.00,7.20,35
17,145,5,4,1,10,11.00,4.10,42
18,2228,5,4,1,10,11.00,3.80,34
19,772,5,5,0,10,10.00,5.20,94
20,424,4,5,1,10,9.00,8.00,47
21,1450,3,5,2,10,8.00,9.40,64
22,1567,4,6,0,10,8.00,9.40,36
23,1551,4,6,0,10,8.00,9.30,98
24,354,4,6,0,10,8.00,8.40,128
25,73,4,6,0,10,8.00,7.50,44
26,84,4,6,0,10,8.00,4.30,34
27,340,3,6,1,10,7.00,6.80,132
28,229,3,7,0,10,6.00,18.80,51
29,578,3,7,0,10,6.00,12.00,68
30,1511,3,7,0,10,6.00,3.80,128
31,1765,2,7,1,10,5.00,7.40,38
32,211,2,7,1,10,5.00,5.50,17
33,1930,2,8,0,10,4.00,16.80,68
34,1405,2,8,0,10,4.00,12.90,46
35,1143,1,9,0,10,2.00,8.00,21
