Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2415,16.00,440.00,110.00,677.00,8-0-0,0,8
2,33,14.00,428.00,220.00,578.00,7-1-0,0,8
3,987,14.00,398.00,240.00,770.00,7-1-0,0,8
4,2468,14.00,342.00,150.00,663.00,7-1-0,0,8
5,868,14.00,338.00,190.00,675.00,7-1-0,0,8
6,126,14.00,334.00,160.00,633.00,7-1-0,0,8
7,948,14.00,322.00,90.00,726.00,7-1-0,0,8
8,469,14.00,288.00,230.00,648.00,7-1-0,0,8
9,3467,12.00,386.00,260.00,501.00,6-2-0,0,8
10,20,12.00,368.00,170.00,657.00,6-2-0,0,8
11,4450,12.00,322.00,220.00,472.00,6-2-0,0,8
12,3314,12.00,304.00,140.00,492.00,6-2-0,0,8
13,236,12.00,288.00,310.00,333.00,6-2-0,0,8
14,3145,12.00,286.00,270.00,435.00,6-2-0,0,8
15,1448,12.00,282.00,260.00,479.00,6-2-0,0,8
16,836,12.00,282.00,240.00,444.00,6-2-0,0,8
17,1100,12.00,280.00,160.00,443.00,6-2-0,0,8
18,4265,12.00,276.00,200.00,545.00,6-2-0,0,8
19,3310,11.00,294.00,160.00,544.00,5-2-1,0,8
20,701,11.00,274.00,180.00,518.00,5-2-1,0,8
21,316,11.00,232.00,170.00,502.00,5-2-1,0,8
22,2590,10.00,378.00,180.00,533.00,5-3-0,0,8
23,254,10.00,356.00,250.00,629.00,5-3-0,0,8
24,11,10.00,342.00,130.00,584.00,5-3-0,0,8
25,2959,10.00,340.00,140.00,553.00,5-3-0,0,8
26,973,10.00,338.00,140.00,550.00,5-3-0,0,8
27,2705,10.00,326.00,250.00,407.00,5-3-0,0,8
28,2486,10.00,308.00,160.00,431.00,5-3-0,0,8
29,2137,10.00,302.00,120.00,448.00,5-3-0,0,8
30,2165,10.00,288.00,210.00,420.00,5-3-0,0,8
31,4753,10.00,288.00,130.00,383.00,5-2-0,1,8
32,3242,10.00,288.00,100.00,550.00,5-3-0,0,8
33,955,10.00,282.00,160.00,555.00,5-3-0,0,8
34,3003,10.00,274.00,220.00,358.00,5-3-0,0,8
35,1868,10.00,272.00,130.00,479.00,5-3-0,0,8
36,525,10.00,268.00,120.00,490.00,5-3-0,0,8
37,930,10.00,262.00,180.00,501.00,5-3-0,0,8
38,4585,10.00,240.00,160.00,313.00,5-3-0,0,8
39,291,10.00,208.00,240.00,432.00,5-3-0,0,8
40,71,9.00,268.00,270.00,379.00,4-3-1,0,8
41,3612,8.00,338.00,200.00,470.00,4-4-0,0,8
42,1334,8.00,332.00,230.00,501.00,4-4-0,0,8
43,51,8.00,328.00,190.00,477.00,4-4-0,0,8
44,2543,8.00,318.00,140.00,485.00,4-4-0,0,8
45,910,8.00,318.00,130.00,447.00,4-4-0,0,8
46,314,8.00,310.00,160.00,550.00,4-4-0,0,8
47,1796,8.00,296.00,160.00,435.00,4-4-0,0,8
48,2016,8.00,296.00,100.00,586.00,3-3-2,0,8
49,365,8.00,286.00,100.00,524.00,4-4-0,0,8
50,1519,8.00,280.00,180.00,415.00,4-4-0,0,8
51,326,8.00,278.00,120.00,471.00,4-4-0,0,8
52,2408,8.00,276.00,100.00,442.00,4-4-0,0,8
53,3044,8.00,266.00,190.00,527.00,4-4-0,0,8
54,1747,8.00,250.00,150.00,275.00,4-4-0,0,8
55,1967,8.00,244.00,180.00,330.00,4-4-0,0,8
56,1660,8.00,240.00,160.00,324.00,4-4-0,0,8
57,4470,8.00,234.00,140.00,324.00,4-4-0,0,8
58,1011,8.00,228.00,160.00,244.00,4-4-0,0,8
59,1902,8.00,196.00,140.00,397.00,4-4-0,0,8
60,3008,8.00,172.00,110.00,336.00,4-4-0,0,8
61,1714,8.00,170.00,280.00,368.00,4-4-0,0,8
62,4589,8.00,152.00,190.00,398.00,4-4-0,0,8
63,4067,7.00,282.00,60.00,484.00,3-4-1,0,8
64,3478,7.00,216.00,140.00,283.00,3-4-1,0,8
65,1836,7.00,198.00,100.00,301.00,3-4-1,0,8
66,1756,6.00,308.00,170.00,538.00,3-5-0,0,8
67,2081,6.00,300.00,180.00,555.00,3-5-0,0,8
68,801,6.00,274.00,180.00,353.00,3-5-0,0,8
69,4637,6.00,274.00,140.00,380.00,3-5-0,0,8
70,379,6.00,270.00,130.00,341.00,3-5-0,0,8
71,321,6.00,266.00,160.00,286.00,3-5-0,0,8
72,3245,6.00,266.00,140.00,308.00,3-5-0,0,8
73,1075,6.00,252.00,170.00,359.00,3-5-0,0,8
74,694,6.00,240.00,190.00,390.00,3-5-0,0,8
75,172,6.00,238.00,150.00,369.00,3-5-0,0,8
76,4673,6.00,198.00,170.00,381.00,3-5-0,0,8
77,4537,6.00,196.00,110.00,321.00,3-5-0,0,8
78,4501,6.00,178.00,130.00,261.00,3-5-0,0,8
79,2709,5.00,266.00,160.00,448.00,2-5-1,0,8
80,2614,5.00,252.00,130.00,372.00,2-5-1,0,8
81,840,4.00,282.00,190.00,426.00,2-6-0,0,8
82,4499,4.00,270.00,200.00,306.00,2-6-0,0,8
83,2704,4.00,270.00,100.00,377.00,2-6-0,0,8
84,4810,4.00,266.00,150.00,506.00,2-6-0,0,8
85,433,4.00,224.00,150.00,322.00,2-6-0,0,8
86,846,4.00,218.00,180.00,437.00,2-6-0,0,8
87,1071,4.00,208.00,180.00,277.00,2-6-0,0,8
88,639,4.00,198.00,160.00,251.00,2-6-0,0,8
89,4545,4.00,192.00,140.00,360.00,2-6-0,0,8
90,4471,4.00,168.00,190.00,240.00,2-6-0,0,8
91,1595,3.00,234.00,100.00,401.00,1-6-1,0,8
92,3627,2.00,230.00,130.00,332.00,1-7-0,0,8
93,3504,2.00,222.00,100.00,247.00,1-7-0,0,8
94,4731,2.00,212.00,60.00,337.00,1-7-0,0,8
95,78,2.00,196.00,110.00,329.00,1-7-0,0,8
96,2604,2.00,196.00,110.00,241.00,1-7-0,0,8
97,2457,2.00,190.00,110.00,336.00,1-7-0,0,8
98,812,2.00,150.00,150.00,300.00,1-7-0,0,8
99,4466,2.00,128.00,110.00,355.00,1-7-0,0,8
100,1610,0,202.00,80.00,270.00,0-8-0,0,8
