Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1114,8,0,0,8,16.00,58.50,132
2,2056,8,0,0,8,16.00,38.75,122
3,188,8,0,0,8,16.00,30.50,78
4,1507,7,1,0,8,14.00,43.00,88
5,1241,6,1,1,8,13.00,29.50,78
6,843,6,2,0,8,12.00,47.75,102
7,1334,6,2,0,8,12.00,40.75,132
8,176,6,2,0,8,12.00,37.00,132
9,854,6,2,0,8,12.00,36.00,110
10,1310,6,2,0,8,12.00,35.25,114
11,703,6,2,0,8,12.00,35.00,114
12,2386,6,2,0,8,12.00,30.00,88
13,1835,6,2,0,8,12.00,29.50,48
14,2427,6,2,0,8,12.00,23.50,54
15,1547,5,2,1,8,11.00,34.50,86
16,1565,5,3,0,8,10.00,40.75,88
17,771,5,3,0,8,10.00,40.50,126
18,247,5,3,0,8,10.00,36.00,92
19,378,5,3,0,8,10.00,35.00,58
20,1870,5,3,0,8,10.00,33.00,74
21,919,5,3,0,8,10.00,32.50,116
22,1244,5,3,0,8,10.00,32.00,60
23,1312,4,2,2,8,10.00,31.75,126
24,772,5,3,0,8,10.00,29.75,114
25,1305,5,3,0,8,10.00,29.50,88
26,1846,5,3,0,8,10.00,29.25,122
27,1221,5,3,0,8,10.00,27.50,72
28,1503,5,3,0,8,10.00,27.00,76
29,1676,5,3,0,8,10.00,26.50,92
30,1053,4,3,1,8,9.00,32.75,72
31,2200,4,4,0,8,8.00,37.00,72
32,1075,4,4,0,8,8.00,36.75,72
33,2624,4,4,0,8,8.00,35.50,80
34,2625,4,4,0,8,8.00,33.50,98
35,610,4,3,0,7,8.00,27.50,126
36,2505,4,4,0,8,8.00,26.75,74
37,1006,4,4,0,8,8.00,26.25,96
38,2198,3,4,1,8,7.00,31.25,56
39,2634,3,4,1,8,7.00,26.00,46
40,1482,3,5,0,8,6.00,41.00,54
41,781,3,5,0,8,6.00,39.00,76
42,1605,3,5,0,8,6.00,36.00,88
43,1219,3,5,0,8,6.00,28.75,72
44,2166,3,5,0,8,6.00,28.50,54
45,1680,3,5,0,8,6.00,25.00,70
46,1404,3,5,0,8,6.00,24.25,78
47,1141,3,5,0,8,6.00,23.50,116
48,1325,3,5,0,8,6.00,21.25,70
49,2076,3,5,0,8,6.00,19.75,88
50,1564,2,4,1,7,5.00,26.25,78
51,1620,2,4,1,7,5.00,25.25,96
52,2626,2,6,0,8,4.00,34.00,126
53,1246,2,6,0,8,4.00,33.25,68
54,2013,2,6,0,8,4.00,23.50,56
55,1558,2,6,0,8,4.00,22.75,110
56,1814,2,5,0,7,4.00,18.00,56
57,296,2,5,0,7,4.00,17.50,64
58,2670,1,6,1,8,3.00,34.50,98
59,758,1,6,1,8,3.00,15.00,44
60,865,1,7,0,8,2.00,30.25,54
61,1815,1,7,0,8,2.00,29.75,102
62,1859,1,7,0,8,2.00,24.25,74
63,907,1,6,0,7,2.00,20.75,56
64,2185,1,7,0,8,2.00,17.00,34
65,1514,0,7,1,8,1.00,22.50,58
66,2254,0,8,0,8,0.00,19.25,36
