Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2522,32.0,244.0,140.0,97.0,585.0,11-1-0,12
2,3826,30.0,224.0,140.0,119.0,600.0,10-2-0,12
3,4911,28.0,208.0,135.0,36.0,650.0,9-3-0,12
4,3223,27.0,258.0,150.0,47.0,640.0,8-3-1,12
5,3663,27.0,180.0,125.0,172.0,560.0,8-4-0,12
6,2930,26.0,182.0,120.0,75.0,570.0,8-4-0,12
7,949,25.0,232.0,110.0,91.0,585.0,8-4-0,12
8,2412,25.0,116.0,100.0,80.0,500.0,8-4-0,12
9,2928,24.0,182.0,120.0,40.0,590.0,7-5-0,12
10,4309,23.0,246.0,130.0,65.0,540.0,7-4-1,12
11,1258,23.0,218.0,120.0,70.0,555.0,7-5-0,12
12,4512,23.0,196.0,135.0,55.0,560.0,7-5-0,12
13,4077,23.0,144.0,120.0,45.0,550.0,6-6-0,12
14,4205,22.0,178.0,130.0,30.0,570.0,7-5-0,12
15,2910,21.0,212.0,130.0,81.0,525.0,6-6-0,12
16,2976,21.0,208.0,120.0,35.0,555.0,6-6-0,12
17,4030,21.0,136.0,115.0,36.0,485.0,7-5-0,12
18,1899,20.0,198.0,85.0,40.0,530.0,6-6-0,12
19,4683,20.0,180.0,110.0,47.0,520.0,6-6-0,12
20,5495,20.0,180.0,110.0,44.0,540.0,6-6-0,12
21,5588,19.0,232.0,135.0,44.0,570.0,5-7-0,12
22,4089,19.0,206.0,115.0,55.0,550.0,6-6-0,12
23,4681,19.0,198.0,110.0,43.0,525.0,6-6-0,12
24,4180,19.0,176.0,110.0,61.0,540.0,5-7-0,12
25,3684,18.0,150.0,95.0,81.0,490.0,6-6-0,12
26,492,18.0,142.0,115.0,56.0,500.0,5-7-0,12
27,4682,17.0,196.0,125.0,35.0,520.0,5-6-1,12
28,5827,15.0,234.0,65.0,42.0,555.0,4-8-0,12
29,568,15.0,196.0,110.0,65.0,525.0,4-8-0,12
30,1778,15.0,136.0,120.0,57.0,485.0,4-8-0,12
31,2903,15.0,132.0,80.0,18.0,505.0,4-8-0,12
32,3268,15.0,122.0,115.0,48.0,455.0,5-6-1,12
33,4915,14.0,188.0,105.0,67.0,515.0,4-7-1,12
34,3070,14.0,116.0,80.0,24.0,470.0,4-8-0,12
35,2942,12.0,176.0,130.0,44.0,500.0,3-9-0,12
36,5941,12.0,172.0,95.0,40.0,480.0,3-9-0,12
37,3681,11.0,136.0,80.0,53.0,435.0,3-8-1,12
38,2660,5.0,136.0,75.0,22.0,450.0,1-11-0,12
