Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,100,9,1,0,10,18.00,32.20,86
2,2024,9,1,0,10,18.00,23.80,60
3,192,8,2,0,10,16.00,27.60,74
4,2473,7,2,1,10,15.00,26.80,62
5,190,7,3,0,10,14.00,28.60,62
6,846,5,2,3,10,13.00,31.60,56
7,2035,6,3,1,10,13.00,22.20,70
8,670,6,3,1,10,13.00,19.00,66
9,1834,6,3,1,10,13.00,18.60,58
10,692,6,4,0,10,12.00,37.00,62
11,1280,6,4,0,10,12.00,27.80,72
12,971,6,4,0,10,12.00,27.80,64
13,581,6,4,0,10,12.00,25.20,60
14,2643,6,4,0,10,12.00,19.00,54
15,1458,6,4,0,10,12.00,17.20,52
16,766,5,4,1,10,11.00,30.80,58
17,972,4,3,3,10,11.00,26.80,46
18,115,5,4,1,10,11.00,25.60,70
19,2141,5,4,1,10,11.00,21.40,58
20,2446,5,4,1,10,11.00,21.00,70
21,1548,5,5,0,10,10.00,29.40,64
22,1560,5,5,0,10,10.00,25.00,40
23,973,5,5,0,10,10.00,24.80,72
24,254,5,5,0,10,10.00,24.20,86
25,649,4,4,2,10,10.00,21.80,62
26,2367,4,4,2,10,10.00,21.40,54
27,2629,5,5,0,10,10.00,20.80,40
28,8,5,5,0,10,10.00,19.40,58
29,1516,5,5,0,10,10.00,18.80,50
30,604,4,5,1,10,9.00,30.80,50
31,668,4,5,1,10,9.00,30.00,54
32,2489,4,5,1,10,9.00,26.40,58
33,114,4,5,1,10,9.00,25.80,64
34,2144,4,5,1,10,9.00,22.60,74
35,1351,4,5,1,10,9.00,20.20,52
36,840,4,6,0,10,8.00,29.80,66
37,2628,3,6,1,10,7.00,25.40,54
38,1868,3,6,1,10,7.00,23.60,70
39,675,3,6,1,10,7.00,22.20,48
40,256,3,6,1,10,7.00,20.40,64
41,2159,3,6,1,10,7.00,18.80,54
42,1700,3,7,0,10,6.00,23.40,54
43,253,3,7,0,10,6.00,22.40,86
44,2090,3,7,0,10,6.00,15.60,38
45,1072,2,8,0,10,4.00,29.00,50
46,2283,2,8,0,10,4.00,14.40,34
47,2135,2,8,0,10,4.00,10.60,44
48,1967,1,8,1,10,3.00,16.60,64
