Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1720,9,2,0,11,18.00,55.90,95
2,45,8,2,1,11,17.00,50.18,107
3,1741,8,2,1,11,17.00,46.09,97
4,234,8,3,0,11,16.00,57.18,96
5,111,8,3,0,11,16.00,56.63,97
6,868,8,3,0,11,16.00,52.18,111
7,2081,7,3,1,11,15.00,55.81,111
8,1760,7,3,1,11,15.00,51.27,102
9,1000,7,3,1,11,15.00,47.63,91
10,2040,7,4,0,11,14.00,52.90,111
11,292,7,4,0,11,14.00,51.18,107
12,447,7,4,0,11,14.00,44.36,82
13,2360,6,4,1,11,13.00,50.63,86
14,1747,6,5,0,11,12.00,47.54,94
15,393,6,5,0,11,12.00,43.27,86
16,1018,6,5,0,11,12.00,41.90,97
17,554,5,4,1,10,11.00,43.36,81
18,135,5,6,0,11,10.00,56.72,97
19,1327,5,6,0,11,10.00,48.27,97
20,1501,5,5,0,10,10.00,46.00,98
21,829,5,5,0,10,10.00,45.90,102
22,1646,5,6,0,11,10.00,43.63,79
23,2856,4,6,1,11,9.00,47.45,97
24,1555,4,6,1,11,9.00,39.18,71
25,451,4,7,0,11,8.00,42.36,93
26,2867,4,6,0,10,8.00,41.40,94
27,2197,3,7,1,11,7.00,53.63,91
28,2368,3,7,1,11,7.00,51.54,81
29,2171,3,7,1,11,7.00,46.09,56
30,2749,3,8,0,11,6.00,48.18,74
31,461,3,8,0,11,6.00,46.18,81
32,2909,3,8,0,11,6.00,35.27,56
33,1024,2,8,0,10,4.00,49.90,81
34,1529,2,9,0,11,4.00,41.09,96
35,2783,1,9,0,10,2.00,55.80,92
