Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1444,9,0,0,9,18.00,6.11,132
2,148,8,1,0,9,16.00,7.56,132
3,1769,7,2,0,9,14.00,7.78,32
4,1723,7,2,0,9,14.00,6.67,44
5,1502,7,2,0,9,14.00,5.44,50
6,1985,6,3,0,9,12.00,12.44,128
7,525,6,3,0,9,12.00,7.00,24
8,931,5,2,1,8,11.00,8.63,49
9,2177,5,2,1,8,11.00,1.00,64
10,1178,5,3,0,8,10.00,13.13,100
11,1329,5,3,0,8,10.00,10.25,56
12,1747,5,4,0,9,10.00,9.56,45
13,1094,5,3,0,8,10.00,8.88,32
14,2014,5,3,0,8,10.00,8.13,48
15,1288,5,3,0,8,10.00,7.13,64
16,1625,4,3,2,9,10.00,6.89,45
17,547,5,4,0,9,10.00,6.56,48
18,1939,5,4,0,9,10.00,5.78,128
19,888,4,3,1,8,9.00,10.75,100
20,1658,4,3,1,8,9.00,5.50,132
21,967,4,3,1,8,9.00,5.00,31
22,1182,4,4,0,8,8.00,16.13,43
23,1986,4,5,0,9,8.00,11.56,58
24,1208,4,4,0,8,8.00,10.38,128
25,217,4,5,0,9,8.00,8.22,26
26,2011,4,5,0,9,8.00,8.00,64
27,461,4,5,0,9,8.00,6.67,72
28,2133,4,4,0,8,8.00,6.25,128
29,830,4,4,0,8,8.00,5.75,46
30,829,4,5,0,9,8.00,5.44,34
31,1602,3,4,2,9,8.00,5.11,30
32,1250,4,4,0,8,8.00,5.00,128
33,868,4,4,0,8,8.00,3.63,58
34,1098,4,5,0,9,8.00,2.89,46
35,1646,4,5,0,9,8.00,2.89,32
36,2167,3,4,1,8,7.00,3.63,72
37,45,3,6,0,9,6.00,8.78,128
38,1315,2,6,0,8,4.00,6.50,128
39,292,2,7,0,9,4.00,6.11,64
40,1706,2,6,0,8,4.00,4.50,66
41,1472,2,7,0,9,4.00,3.22,30
42,2219,1,6,1,8,3.00,5.25,26
43,939,0,7,1,8,1.00,4.75,16
44,1752,0,9,0,9,0.00,6.22,14
45,1451,0,9,0,9,0.00,5.00,12
