Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,195,2.25,3352.0,721.0,1420.0,1150.0,552.0,9-3-0,12
2,20,1.6599999999999999,3345.0,601.0,1620.0,1400.0,60.0,8-3-1,12
3,4508,1.6599999999999999,3167.0,506.0,1460.0,1200.0,72.0,9-3-0,12
4,3624,1.5800000000000001,3328.0,539.0,1440.0,1250.0,28.0,9-2-1,12
5,358,1.5800000000000001,2615.0,387.0,1380.0,900.0,55.0,8-4-0,12
6,333,1.5,2910.0,590.0,1300.0,1250.0,5.0,9-3-0,12
7,229,1.4099999999999999,2763.0,562.0,1480.0,1000.0,53.0,7-3-2,12
8,5149,1.4099999999999999,2572.0,389.0,1180.0,1050.0,52.0,8-4-0,12
9,5236,1.4099999999999999,2302.0,323.0,1320.0,700.0,52.0,7-5-0,12
10,6300,1.3300000000000001,3131.0,690.0,1520.0,1300.0,51.0,7-4-1,12
11,6024,1.25,2709.0,557.0,1320.0,1100.0,74.0,7-5-0,12
12,145,1.25,2620.0,467.0,1380.0,950.0,5.0,7-5-0,12
13,1493,1.25,2583.0,371.0,1340.0,950.0,58.0,7-5-0,12
14,3117,1.25,2563.0,488.0,1340.0,950.0,58.0,7-5-0,12
15,4203,1.25,2503.0,315.0,1360.0,850.0,48.0,7-5-0,12
16,2791,1.1599999999999999,3062.0,585.0,1500.0,1050.0,7.0,7-5-0,12
17,3990,1.1599999999999999,2822.0,591.0,1300.0,1250.0,2.0,7-5-0,12
18,5881,1.0800000000000001,2735.0,590.0,1420.0,1050.0,0.0,6-6-0,12
19,5585,1.0,2572.0,468.0,1220.0,950.0,7.0,6-6-0,12
20,3044,1.0,2540.0,380.0,1140.0,800.0,55.0,5-6-1,12
21,514,1.0,2372.0,355.0,1260.0,900.0,42.0,6-6-0,12
22,1665,0.91000000000000003,2631.0,436.0,1240.0,1100.0,51.0,5-7-0,12
23,6463,0.91000000000000003,2528.0,596.0,1380.0,900.0,73.0,5-7-0,12
24,3986,0.91000000000000003,2511.0,292.0,1200.0,1100.0,46.0,5-7-0,12
25,3550,0.91000000000000003,2479.0,350.0,1220.0,1000.0,54.0,5-7-0,12
26,6459,0.82999999999999996,2494.0,372.0,1180.0,1000.0,54.0,4-7-1,12
27,5952,0.75,2667.0,300.0,1400.0,950.0,57.0,4-8-0,12
28,5943,0.75,2535.0,405.0,1160.0,1150.0,0.0,4-7-1,12
29,5964,0.75,2482.0,404.0,1240.0,800.0,32.0,4-7-1,12
30,6484,0.75,2319.0,279.0,1120.0,950.0,34.0,4-7-1,12
31,250,0.66000000000000003,2241.0,345.0,1300.0,750.0,26.0,4-8-0,12
32,5240,0.66000000000000003,2015.0,455.0,1100.0,700.0,5.0,4-8-0,12
33,4458,0.5,2463.0,525.0,1360.0,900.0,3.0,3-9-0,12
34,4083,0.5,1856.0,395.0,1080.0,600.0,1.0,3-9-0,12
35,5123,0.40999999999999998,2045.0,340.0,1140.0,700.0,0.0,2-9-1,12
36,6621,0.25,2086.0,456.0,1220.0,650.0,31.0,1-10-1,12
