Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1114,44.0,506.0,285.0,628.0,730.0,11-2-0,13
2,2056,41.0,421.0,270.0,590.0,700.0,10-3-0,13
3,3683,40.0,390.0,280.0,446.0,730.0,9-4-0,13
4,1241,39.0,388.0,245.0,696.0,680.0,9-4-0,13
5,1285,39.0,375.0,255.0,453.0,695.0,10-3-0,13
6,4678,37.0,391.0,220.0,555.0,705.0,9-4-0,13
7,4618,37.0,292.0,235.0,418.0,655.0,7-5-1,13
8,148,36.0,383.0,275.0,614.0,675.0,9-4-0,13
9,4039,34.0,395.0,185.0,493.0,705.0,7-6-0,13
10,5406,33.0,357.0,260.0,444.0,735.0,7-6-0,13
11,610,33.0,322.0,265.0,483.0,670.0,8-4-1,13
12,4917,30.0,494.0,190.0,476.0,730.0,8-5-0,13
13,5631,29.0,392.0,170.0,411.0,615.0,8-4-1,13
14,4940,29.0,335.0,220.0,326.0,740.0,7-6-0,13
15,2702,28.0,369.0,215.0,428.0,635.0,7-6-0,13
16,1360,26.0,294.0,180.0,257.0,675.0,5-7-1,13
17,5033,25.0,314.0,195.0,252.0,680.0,4-8-1,13
18,3739,23.0,306.0,165.0,318.0,675.0,5-7-1,13
19,5032,23.0,256.0,175.0,280.0,610.0,5-7-1,13
20,865,23.0,246.0,180.0,306.0,605.0,6-7-0,13
21,5483,22.0,280.0,170.0,358.0,585.0,5-8-0,13
22,4943,21.0,297.0,180.0,323.0,650.0,3-9-1,13
23,5158,21.0,244.0,140.0,241.0,530.0,5-6-0,13
24,4525,20.0,331.0,190.0,265.0,685.0,4-9-0,13
25,4939,20.0,245.0,195.0,329.0,570.0,4-9-0,13
26,5912,19.0,334.0,140.0,325.0,635.0,5-7-1,13
27,3560,18.0,269.0,160.0,216.0,600.0,3-9-0,13
28,3161,16.0,222.0,125.0,251.0,570.0,2-11-0,13
29,3949,16.0,179.0,115.0,264.0,500.0,4-6-1,13
30,5519,15.0,214.0,155.0,258.0,545.0,3-9-1,13
