Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,3238,71.08,0,80,280,377,128,12
2,2522,67.0,0,152,260,176,216,12
3,3787,61.91,28,144,240,175,156,12
4,948,61.75,100,104,200,161,188,12
5,2930,57.0,24,168,160,154,196,12
6,488,52.25,24,104,220,171,114,12
7,492,52.16,8,156,160,134,198,12
8,4915,51.33,8,172,140,140,168,12
9,5683,50.08,0,100,240,157,146,12
10,4205,49.33,20,100,200,130,148,12
11,1294,45.33,20,100,160,182,100,12
12,2660,44.91,4,88,160,155,144,12
13,4681,44.83,24,60,120,224,140,12
14,3268,44.58,0,68,160,149,170,12
15,1778,44.33,32,88,160,126,150,12
16,4309,44.25,32,100,160,143,126,12
17,3826,43.66,20,104,120,172,174,12
18,3681,43.41,20,96,200,113,134,12
19,4030,43.33,0,64,220,182,90,12
20,949,43.16,4,84,80,228,134,12
21,5495,42.41,24,120,80,179,112,12
22,3576,41.66,4,40,160,136,178,12
23,2910,40.83,0,68,160,144,142,12
24,4077,40.66,12,44,160,144,134,12
25,4542,40.33,0,68,120,190,130,12
26,4682,39.08,0,72,160,129,114,12
27,4089,38.91,0,100,120,111,160,12
28,2903,37.66,0,84,120,162,98,12
29,4683,37.16,0,76,200,110,96,12
30,1899,36.0,8,56,120,168,104,12
31,4173,35.75,4,76,140,147,80,12
32,4180,33.66,4,60,140,126,110,12
33,4512,32.58,8,52,80,133,148,12
