Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,449,9,1,0,10,18.00,13.70
2,2415,8,2,0,10,16.00,28.30
3,2751,8,2,0,10,16.00,23.00
4,342,8,2,0,10,16.00,22.60
5,48,8,2,0,10,16.00,22.00
6,343,7,3,0,10,14.00,23.00
7,3459,7,3,0,10,14.00,19.40
8,2055,7,3,0,10,14.00,15.50
9,1225,6,3,1,10,13.00,19.90
10,1533,6,3,1,10,13.00,13.00
11,281,6,4,0,10,12.00,27.30
12,527,6,4,0,10,12.00,25.20
13,3196,6,4,0,10,12.00,24.00
14,1319,6,4,0,10,12.00,21.90
15,1758,6,3,0,9,12.00,18.70
16,3493,6,4,0,10,12.00,14.30
17,1287,6,0,0,6,12.00,10.10
18,3346,6,3,0,9,12.00,6.90
19,2642,5,4,1,10,11.00,19.30
20,138,5,5,0,10,10.00,26.80
21,1735,5,5,0,10,10.00,18.30
22,3371,5,5,0,10,10.00,15.40
23,435,5,4,0,9,10.00,15.30
24,900,5,4,0,9,10.00,10.80
25,2640,5,4,0,9,10.00,8.70
26,2059,4,5,1,10,9.00,15.60
27,3540,4,4,1,9,9.00,12.10
28,3331,4,4,1,9,9.00,10.80
29,3215,4,5,0,9,8.00,17.70
30,2483,4,6,0,10,8.00,17.60
31,3402,4,6,0,10,8.00,15.30
32,3744,4,4,0,8,8.00,14.50
33,3738,4,4,0,8,8.00,12.90
34,1539,4,6,0,10,8.00,10.80
35,587,4,5,0,9,8.00,9.50
36,3701,4,5,0,9,8.00,8.00
37,2655,4,6,0,10,8.00,7.70
38,3715,3,6,1,10,7.00,14.30
39,3661,3,7,0,10,6.00,17.70
40,3737,3,6,0,9,6.00,15.30
41,3763,3,7,0,10,6.00,14.00
42,3680,3,7,0,10,6.00,11.30
43,3336,3,6,0,9,6.00,10.60
44,3796,3,6,0,9,6.00,10.60
45,3822,3,5,0,8,6.00,10.60
46,1413,3,5,0,8,6.00,7.90
47,3506,2,6,1,9,5.00,14.50
48,3229,2,6,1,9,5.00,10.50
49,3845,2,7,1,10,5.00,9.20
50,3746,2,6,0,8,4.00,9.50
51,3811,2,6,0,8,4.00,4.30
52,3270,1,7,1,9,3.00,10.00
