Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,662,1.8,2407.0,458.0,940.0,1050.0,27.0,9-1-0,10
2,2403,1.7,2293.0,447.0,1100.0,800.0,43.0,8-1-1,10
3,987,1.6000000000000001,2587.0,620.0,1100.0,1100.0,197.0,7-3-0,10
4,2122,1.6000000000000001,2189.0,462.0,1140.0,750.0,44.0,8-2-0,10
5,3230,1.6000000000000001,2183.0,382.0,840.0,1000.0,53.0,8-2-0,10
6,4598,1.6000000000000001,2118.0,262.0,880.0,950.0,48.0,8-2-0,10
7,3288,1.3999999999999999,2364.0,440.0,940.0,1050.0,14.0,7-3-0,10
8,4334,1.3999999999999999,2181.0,626.0,1160.0,800.0,16.0,7-3-0,10
9,3289,1.3999999999999999,2167.0,387.0,920.0,1050.0,37.0,7-3-0,10
10,4944,1.3999999999999999,1972.0,272.0,920.0,850.0,17.0,7-3-0,10
11,3598,1.3,1971.0,324.0,860.0,850.0,46.0,6-4-0,10
12,2073,1.2,2332.0,311.0,900.0,1000.0,12.0,6-4-0,10
13,1619,1.2,2202.0,389.0,1120.0,700.0,182.0,6-4-0,10
14,846,1.2,2044.0,445.0,1020.0,800.0,24.0,6-4-0,10
15,4627,1.2,1869.0,205.0,940.0,750.0,24.0,6-4-0,10
16,2484,1.2,1678.0,302.0,740.0,750.0,38.0,6-4-0,10
17,6717,1.2,1561.0,245.0,800.0,600.0,1.0,6-4-0,10
18,1891,1.1000000000000001,1689.0,244.0,880.0,600.0,4.0,5-4-1,10
19,2993,1.0,1975.0,255.0,840.0,900.0,0.0,5-5-0,10
20,3006,1.0,1918.0,310.0,860.0,900.0,3.0,5-5-0,10
21,5159,1.0,1818.0,316.0,940.0,550.0,53.0,4-5-1,10
22,6411,1.0,1767.0,344.0,1000.0,600.0,42.0,5-5-0,10
23,3243,1.0,1721.0,269.0,840.0,600.0,31.0,5-5-0,10
24,3225,1.0,1711.0,193.0,740.0,800.0,6.0,5-5-0,10
25,5493,1.0,1700.0,203.0,700.0,800.0,10.0,5-5-0,10
26,4585,1.0,1698.0,255.0,840.0,700.0,33.0,5-5-0,10
27,4293,1.0,1657.0,245.0,680.0,700.0,2.0,5-5-0,10
28,4348,1.0,1479.0,247.0,760.0,500.0,34.0,5-5-0,10
29,2996,0.90000000000000002,2294.0,441.0,900.0,1000.0,19.0,4-5-1,10
30,3729,0.90000000000000002,1957.0,382.0,800.0,850.0,47.0,4-6-0,10
31,2972,0.90000000000000002,1725.0,237.0,840.0,700.0,25.0,4-5-1,10
32,3405,0.90000000000000002,1660.0,222.0,840.0,650.0,45.0,4-6-0,10
33,3245,0.80000000000000004,1991.0,430.0,940.0,850.0,6.0,4-6-0,10
34,1339,0.80000000000000004,1825.0,299.0,780.0,800.0,5.0,4-6-0,10
35,5933,0.80000000000000004,1799.0,320.0,900.0,650.0,24.0,4-6-0,10
36,3239,0.80000000000000004,1786.0,250.0,920.0,700.0,6.0,4-6-0,10
37,6546,0.80000000000000004,1779.0,434.0,940.0,550.0,4.0,4-6-0,10
38,6457,0.80000000000000004,1702.0,365.0,800.0,600.0,32.0,4-6-0,10
39,5974,0.80000000000000004,1586.0,251.0,720.0,700.0,26.0,4-6-0,10
40,4550,0.69999999999999996,1661.0,321.0,940.0,500.0,1.0,3-6-1,10
41,3374,0.59999999999999998,1765.0,185.0,740.0,700.0,0.0,3-7-0,10
42,5871,0.59999999999999998,1453.0,317.0,740.0,500.0,3.0,3-7-0,10
43,3200,0.59999999999999998,1354.0,110.0,760.0,400.0,4.0,3-7-0,10
44,2594,0.40000000000000002,1515.0,240.0,840.0,500.0,0.0,2-8-0,10
45,3166,0.40000000000000002,1389.0,196.0,820.0,400.0,19.0,2-8-0,10
46,6210,0.40000000000000002,1319.0,164.0,660.0,550.0,4.0,2-8-0,10
47,4268,0.40000000000000002,1253.0,225.0,680.0,450.0,8.0,2-8-0,10
48,5071,0.20000000000000001,1676.0,363.0,920.0,550.0,31.0,1-9-0,10
