Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1678,20.00,930.00,580.00,260.00,238.00,10-0-0,0,10
2,868,18.00,910.00,522.00,390.00,305.00,9-1-0,0,10
3,1114,18.00,830.00,538.00,160.00,381.00,9-1-0,0,10
4,16,18.00,760.00,617.00,320.00,210.00,9-1-0,0,10
5,910,16.00,880.00,576.00,290.00,227.00,8-2-0,0,10
6,1986,16.00,860.00,665.00,270.00,286.00,8-2-0,0,10
7,846,16.00,760.00,605.00,220.00,358.00,8-2-0,0,10
8,2054,16.00,710.00,585.00,260.00,225.00,8-2-0,0,10
9,971,16.00,700.00,522.00,320.00,382.00,8-2-0,0,10
10,4039,16.00,670.00,596.00,240.00,294.00,8-2-0,0,10
11,2486,16.00,620.00,620.00,260.00,391.00,8-2-0,0,10
12,314,14.00,740.00,496.00,230.00,283.00,7-3-0,0,10
13,111,14.00,730.00,537.00,270.00,293.00,7-3-0,0,10
14,3539,14.00,700.00,585.00,270.00,380.00,7-3-0,0,10
15,1983,14.00,700.00,495.00,230.00,304.00,7-3-0,0,10
16,610,14.00,690.00,547.00,120.00,476.00,7-3-0,0,10
17,1817,14.00,640.00,612.00,200.00,229.00,7-3-0,0,10
18,1285,14.00,580.00,572.00,240.00,282.00,7-3-0,0,10
19,2614,14.00,540.00,536.00,270.00,210.00,7-3-0,0,10
20,3313,14.00,430.00,530.00,290.00,337.00,7-3-0,0,10
21,368,12.00,820.00,622.00,260.00,292.00,6-4-0,0,10
22,2522,12.00,770.00,538.00,250.00,184.00,6-4-0,0,10
23,25,12.00,770.00,462.00,260.00,151.00,6-4-0,0,10
24,1640,12.00,700.00,550.00,260.00,372.00,6-4-0,0,10
25,3847,12.00,650.00,407.00,220.00,238.00,6-4-0,0,10
26,5136,12.00,650.00,390.00,150.00,341.00,6-4-0,0,10
27,190,12.00,630.00,518.00,160.00,375.00,6-4-0,0,10
28,3284,12.00,610.00,543.00,200.00,184.00,6-4-0,0,10
29,58,12.00,590.00,582.00,140.00,304.00,6-4-0,0,10
30,1511,12.00,590.00,559.00,250.00,329.00,6-4-0,0,10
31,4905,12.00,590.00,475.00,190.00,282.00,6-4-0,0,10
32,4269,12.00,580.00,557.00,190.00,380.00,6-4-0,0,10
33,341,12.00,570.00,472.00,300.00,507.00,6-4-0,0,10
34,597,12.00,560.00,558.00,210.00,352.00,6-4-0,0,10
35,1806,12.00,550.00,552.00,260.00,428.00,6-4-0,0,10
36,2081,12.00,470.00,525.00,240.00,291.00,6-4-0,0,10
37,364,12.00,460.00,552.00,290.00,402.00,6-4-0,0,10
38,3928,12.00,440.00,505.00,190.00,247.00,6-4-0,0,10
