Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,3476,35.0,314.0,155.0,535.0,570.0,10-2-0,12
2,3309,34.0,322.0,175.0,459.0,605.0,9-3-0,12
3,1836,31.0,286.0,135.0,359.0,545.0,11-1-0,12
4,5124,31.0,248.0,165.0,265.0,600.0,10-2-0,12
5,4201,29.0,236.0,145.0,280.0,590.0,9-2-1,12
6,3970,29.0,230.0,165.0,292.0,550.0,10-2-0,12
7,294,29.0,230.0,130.0,236.0,620.0,9-3-0,12
8,5810,29.0,226.0,140.0,205.0,625.0,8-4-0,12
9,4322,28.0,188.0,165.0,205.0,585.0,8-4-0,12
10,3470,26.0,220.0,140.0,196.0,535.0,8-3-1,12
11,3473,25.0,250.0,130.0,234.0,605.0,6-5-1,12
12,4763,24.0,264.0,135.0,181.0,605.0,6-5-1,12
13,4470,24.0,242.0,130.0,135.0,640.0,6-6-0,12
14,6123,24.0,186.0,145.0,221.0,515.0,6-6-0,12
15,2485,22.0,266.0,110.0,266.0,530.0,7-5-0,12
16,3453,22.0,242.0,135.0,136.0,575.0,6-6-0,12
17,4079,22.0,238.0,115.0,172.0,570.0,6-6-0,12
18,2761,22.0,206.0,125.0,112.0,560.0,5-7-0,12
19,1438,22.0,204.0,90.0,223.0,505.0,6-6-0,12
20,589,21.0,256.0,130.0,126.0,585.0,5-7-0,12
21,5817,21.0,242.0,115.0,315.0,475.0,7-5-0,12
22,4123,19.0,236.0,105.0,200.0,535.0,6-6-0,12
23,5100,19.0,224.0,140.0,114.0,555.0,5-7-0,12
24,580,19.0,208.0,145.0,118.0,545.0,5-7-0,12
25,5877,19.0,204.0,115.0,185.0,510.0,6-6-0,12
26,6069,19.0,182.0,135.0,157.0,550.0,5-7-0,12
27,4161,19.0,178.0,95.0,136.0,510.0,6-6-0,12
28,5886,18.0,238.0,110.0,90.0,590.0,4-8-0,12
29,4114,18.0,230.0,115.0,175.0,475.0,5-7-0,12
30,4056,18.0,222.0,135.0,156.0,530.0,5-7-0,12
31,5634,18.0,218.0,120.0,132.0,555.0,4-7-1,12
32,4999,18.0,158.0,125.0,179.0,550.0,4-8-0,12
33,3953,17.0,210.0,140.0,69.0,580.0,4-8-0,12
34,6220,17.0,208.0,120.0,97.0,550.0,4-8-0,12
35,3295,17.0,134.0,110.0,115.0,450.0,5-7-0,12
36,2496,16.0,258.0,105.0,183.0,540.0,4-8-0,12
37,2489,15.0,188.0,95.0,120.0,460.0,5-7-0,12
38,4619,14.0,242.0,120.0,80.0,595.0,2-10-0,12
39,5025,12.0,186.0,100.0,91.0,445.0,4-8-0,12
40,5432,10.0,160.0,90.0,88.0,430.0,3-9-0,12
41,6072,9.0,146.0,75.0,118.0,400.0,3-7-0,12
42,5500,8.0,122.0,90.0,38.0,450.0,1-11-0,12
