Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1572,62.66,0,284,80,166,246,12
2,359,62.25,12,268,120,115,250,12
3,3250,56.08,4,184,200,113,190,12
4,973,53.41,8,184,80,181,236,12
5,2496,51.58,0,112,160,141,226,12
6,3965,50.08,0,100,200,149,164,12
7,294,49.75,4,84,200,151,194,12
8,597,49.0,4,108,200,100,188,12
9,1644,48.91,0,120,140,187,170,12
10,3295,46.75,0,108,200,181,132,12
11,399,46.75,4,136,40,229,200,12
12,3476,45.41,10,124,80,109,222,12
13,4413,44.83,4,64,240,114,158,12
14,1836,44.5,4,72,160,196,120,12
15,100,44.33,4,76,160,154,144,12
16,2493,43.75,4,96,160,131,158,12
17,3128,42.91,0,96,180,143,120,12
18,4056,42.16,8,104,80,144,188,12
19,3562,42.0,4,84,120,142,178,12
20,3470,41.66,0,112,120,152,140,12
21,2375,39.83,14,88,100,142,152,12
22,4913,38.16,4,108,80,148,148,12
23,5012,37.58,12,120,80,108,184,12
24,1197,37.41,0,100,120,131,134,12
25,3473,36.83,0,112,120,98,136,12
26,3408,36.41,0,124,60,159,138,12
27,3021,33.58,4,136,40,133,132,12
28,1148,33.16,0,56,120,114,150,12
29,4161,32.91,0,84,40,157,130,12
30,5025,32.66,4,44,160,98,100,12
31,4984,31.58,0,52,100,143,124,12
32,4140,31.41,6,80,80,127,120,12
33,5136,30.75,0,88,0,129,158,12
34,5107,28.83,0,52,120,104,106,12
35,4114,27.41,0,44,80,138,104,12
36,2485,27.08,4,48,80,101,134,12
37,3328,27.08,0,64,40,140,106,12
38,4574,19.5,0,20,60,66,118,12
