2008rr_qm1,frc1511,frc1507,frc2340,-1,-1
2008rr_qm2,frc340,frc211,frc1591,frc1511,frc378,-1,-1
2008rr_qm3,frc1511,-1,-1
2008rr_qm4,frc1511,-1,-1
