Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,935,8,1,1,10,17.00,10.90,128
2,1775,8,1,1,10,17.00,5.20,128
3,1806,7,1,2,10,16.00,6.40,128
4,1984,7,2,1,10,15.00,5.70,68
5,876,7,3,0,10,14.00,9.00,67
6,2165,5,2,3,10,13.00,10.40,66
7,476,6,3,1,10,13.00,6.80,128
8,1825,6,3,1,10,13.00,5.70,64
9,2044,5,2,3,10,13.00,3.00,38
10,1777,5,2,3,10,13.00,1.80,68
11,932,4,2,4,10,12.00,4.80,24
12,2012,5,4,1,10,11.00,7.90,32
13,1853,4,3,3,10,11.00,7.80,36
14,1448,3,2,5,10,11.00,6.80,68
15,1992,4,3,3,10,11.00,6.80,67
16,1209,5,4,1,10,11.00,6.50,32
17,1997,4,3,3,10,11.00,4.90,128
18,1802,5,4,1,10,11.00,3.40,38
19,2030,5,4,1,10,11.00,3.00,108
20,2004,5,4,1,10,11.00,2.80,24
21,1981,5,4,1,10,11.00,1.20,128
22,2164,4,4,2,10,10.00,9.40,68
23,1847,4,4,2,10,10.00,8.30,66
24,1910,4,4,2,10,10.00,6.00,28
25,16,5,5,0,10,10.00,5.10,108
26,1764,3,4,3,10,9.00,7.40,49
27,2109,3,4,3,10,9.00,2.20,18
28,1810,3,4,3,10,9.00,1.00,68
29,937,3,4,3,10,9.00,0.80,32
30,1905,2,4,4,10,8.00,4.40,32
31,1805,3,5,2,10,8.00,2.90,32
32,938,2,4,4,10,8.00,2.80,16
33,1108,4,6,0,10,8.00,2.00,28
34,2201,1,4,5,10,7.00,4.60,16
35,909,2,5,3,10,7.00,3.40,18
36,2001,3,6,1,10,7.00,3.20,32
37,1666,2,5,3,10,7.00,2.20,20
38,1653,2,5,3,10,7.00,1.80,38
39,1782,1,5,4,10,6.00,1.80,32
40,1349,1,5,4,10,6.00,1.60,16
41,2005,2,6,2,10,6.00,0.80,66
42,1804,2,7,1,10,5.00,1.80,19
43,1763,2,8,0,10,4.00,5.20,38
44,1994,1,7,2,10,4.00,3.20,20
