Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,2826,30.00,212.00,60.00,308.00,12,9-0-0,0,9
2,2056,30.00,202.00,70.00,314.00,14,8-1-0,0,9
3,2648,30.00,123.00,130.00,147.00,18,6-3-0,0,9
4,781,28.00,174.00,40.00,230.00,16,6-3-0,0,9
5,3481,28.00,152.00,90.00,183.00,14,7-2-0,0,9
6,2590,28.00,141.00,70.00,246.00,16,6-3-0,0,9
7,195,28.00,137.00,110.00,196.00,16,6-3-0,0,9
8,67,26.00,184.00,70.00,229.00,12,7-2-0,0,9
9,245,26.00,174.00,70.00,203.00,12,7-2-0,0,9
10,973,26.00,164.00,60.00,232.00,14,6-3-0,0,9
11,1676,26.00,153.00,120.00,228.00,12,7-2-0,0,9
12,1218,26.00,151.00,80.00,255.00,12,7-2-0,0,9
13,2557,26.00,148.00,40.00,161.00,16,5-4-0,0,9
14,1403,26.00,138.00,90.00,179.00,14,6-3-0,0,9
15,4082,26.00,94.00,30.00,109.00,16,5-4-0,0,9
16,4334,26.00,88.00,70.00,97.00,18,4-5-0,0,9
17,2898,24.00,188.00,100.00,137.00,12,6-3-0,0,9
18,3997,24.00,169.00,50.00,172.00,10,7-2-0,0,9
19,1014,24.00,164.00,50.00,122.00,16,4-5-0,0,9
20,2974,24.00,158.00,120.00,128.00,14,5-4-0,0,9
21,1756,24.00,154.00,60.00,175.00,14,5-4-0,0,9
22,839,24.00,146.00,90.00,189.00,10,7-2-0,0,9
23,2512,24.00,138.00,130.00,178.00,10,7-2-0,0,9
24,1868,23.00,183.00,60.00,195.00,14,4-4-1,0,9
25,1736,23.00,142.00,80.00,176.00,10,6-2-1,0,9
26,587,23.00,141.00,60.00,112.00,14,4-4-1,0,9
27,2415,22.00,194.00,90.00,260.00,10,6-3-0,0,9
28,2996,22.00,180.00,70.00,150.00,10,6-3-0,0,9
29,1504,22.00,165.00,90.00,185.00,10,6-3-0,0,9
30,1311,22.00,160.00,80.00,189.00,8,7-2-0,0,9
31,2395,22.00,158.00,20.00,160.00,12,5-4-0,0,9
32,359,22.00,146.00,90.00,255.00,8,7-2-0,0,9
33,2603,22.00,144.00,120.00,152.00,12,5-4-0,0,9
34,190,22.00,131.00,40.00,175.00,10,6-3-0,0,9
35,1458,22.00,129.00,100.00,149.00,8,7-2-0,0,9
36,956,22.00,122.00,40.00,138.00,16,3-6-0,0,9
37,2403,22.00,121.00,50.00,163.00,14,4-5-0,0,9
38,2815,21.00,103.00,60.00,144.00,8,6-2-1,0,9
39,1796,20.00,182.00,60.00,192.00,8,6-3-0,0,9
40,3015,20.00,168.00,80.00,142.00,8,6-3-0,0,9
41,2949,20.00,167.00,110.00,174.00,10,5-4-0,0,9
42,2046,20.00,155.00,80.00,216.00,10,5-4-0,0,9
43,2614,20.00,140.00,70.00,157.00,14,3-6-0,0,9
44,716,20.00,124.00,100.00,188.00,12,4-5-0,0,9
45,272,20.00,120.00,70.00,207.00,8,6-3-0,0,9
46,692,20.00,119.00,40.00,188.00,8,6-3-0,0,9
47,3158,20.00,113.00,70.00,158.00,14,3-6-0,0,9
48,1875,20.00,106.00,100.00,175.00,12,4-5-0,0,9
49,126,20.00,96.00,50.00,182.00,12,4-5-0,0,9
50,2085,20.00,70.00,130.00,114.00,12,4-5-0,0,9
51,1987,19.00,147.00,140.00,185.00,8,5-3-1,0,9
52,2851,19.00,63.00,80.00,121.00,12,3-5-1,0,9
53,3008,18.00,129.00,50.00,172.00,6,6-3-0,0,9
54,1902,18.00,128.00,70.00,131.00,12,3-6-0,0,9
55,128,18.00,126.00,60.00,138.00,8,5-4-0,0,9
56,234,18.00,116.00,60.00,205.00,10,4-5-0,0,9
57,4256,18.00,111.00,50.00,149.00,12,3-6-0,0,9
58,4403,18.00,108.00,60.00,112.00,12,3-6-0,0,9
59,1261,18.00,106.00,30.00,142.00,10,4-5-0,0,9
60,1592,18.00,103.00,70.00,176.00,8,5-4-0,0,9
61,3747,18.00,102.00,60.00,136.00,12,3-6-0,0,9
62,4218,18.00,92.00,50.00,132.00,14,2-7-0,0,9
63,4001,18.00,91.00,60.00,131.00,8,5-4-0,0,9
64,2022,18.00,75.00,70.00,134.00,10,4-5-0,0,9
65,246,18.00,75.00,70.00,132.00,12,3-5-0,1,9
66,1114,17.00,152.00,70.00,221.00,8,4-4-1,0,9
67,4143,17.00,116.00,110.00,124.00,8,4-4-1,0,9
68,1710,16.00,147.00,110.00,101.00,10,3-6-0,0,9
69,3927,16.00,142.00,40.00,129.00,6,5-3-0,1,9
70,1,16.00,133.00,20.00,150.00,8,4-5-0,0,9
