Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,525,9,0,0,9,18.00,25.44
2,967,9,0,0,9,18.00,17.44
3,2705,8,1,0,9,16.00,13.11
4,3082,8,1,0,9,16.00,13.00
5,2169,7,2,0,9,14.00,19.00
6,2062,7,2,0,9,14.00,18.55
7,2518,7,2,0,9,14.00,16.22
8,2232,7,2,0,9,14.00,13.00
9,1714,7,2,0,9,14.00,11.11
10,2511,7,2,0,9,14.00,3.66
11,93,6,3,0,9,12.00,20.33
12,3883,6,3,0,9,12.00,18.22
13,2957,6,3,0,9,12.00,15.66
14,3018,6,3,0,9,12.00,15.11
15,2450,6,3,0,9,12.00,13.11
16,3454,6,2,0,8,12.00,8.77
17,3642,5,3,1,9,11.00,16.77
18,2479,5,2,1,8,11.00,10.55
19,2498,5,2,1,8,11.00,2.88
20,2052,5,4,0,9,10.00,22.66
21,141,5,4,0,9,10.00,17.00
22,3313,5,4,0,9,10.00,11.33
23,2181,4,3,2,9,10.00,10.66
24,3100,5,3,0,8,10.00,7.88
25,2847,5,3,0,8,10.00,5.55
26,2508,5,4,0,9,10.00,5.11
27,2545,4,4,1,9,9.00,15.44
28,1806,4,4,1,9,9.00,13.33
29,2846,4,4,1,9,9.00,9.55
30,3381,4,4,1,9,9.00,5.22
31,3007,4,4,1,9,9.00,4.55
32,2502,4,4,1,9,9.00,2.66
33,3630,4,5,0,9,8.00,15.44
34,2825,4,4,0,8,8.00,11.55
35,2509,4,5,0,9,8.00,9.00
36,3745,4,4,0,8,8.00,8.88
37,3407,4,3,0,7,8.00,5.33
38,2264,3,3,2,8,8.00,3.44
39,3081,3,5,1,9,7.00,15.00
40,3765,3,5,1,9,7.00,10.11
41,2879,3,4,1,8,7.00,8.22
42,2987,3,5,1,9,7.00,8.00
43,3244,3,5,1,9,7.00,2.88
44,3212,3,6,0,9,6.00,16.88
45,3276,3,6,0,9,6.00,14.33
46,2513,3,6,0,9,6.00,10.11
47,3184,3,6,0,9,6.00,8.66
48,2470,3,6,0,9,6.00,7.88
49,2515,2,5,2,9,6.00,7.22
50,2855,2,5,1,8,5.00,16.33
51,2532,2,6,1,9,5.00,15.77
52,3298,2,5,1,8,5.00,10.33
53,2989,2,5,1,8,5.00,7.55
54,2501,2,6,1,9,5.00,4.11
55,3038,2,6,1,9,5.00,2.88
56,3751,2,7,0,9,4.00,10.44
57,3300,2,7,0,9,4.00,8.88
58,3312,2,6,0,8,4.00,8.44
59,2861,2,7,0,9,4.00,6.55
60,3524,1,6,2,9,4.00,5.22
61,3722,1,6,1,8,3.00,6.33
62,2500,1,8,0,9,2.00,14.11
63,3871,1,8,0,9,2.00,5.88
