Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,3238,2.5800000000000001,3974.0,740.0,2060.0,1600.0,54.0,10-2-0,12
2,3663,2.0800000000000001,3889.0,619.0,1860.0,1800.0,44.0,9-3-0,12
3,2046,2.0,3889.0,887.0,1660.0,1650.0,359.0,9-3-0,12
4,2910,2.0,3750.0,839.0,1880.0,1450.0,120.0,9-3-0,12
5,4488,2.0,3657.0,842.0,1760.0,1500.0,172.0,9-3-0,12
6,997,1.9099999999999999,3789.0,790.0,1920.0,1550.0,69.0,8-4-0,12
7,2471,1.9099999999999999,3735.0,870.0,1740.0,1450.0,335.0,7-5-0,12
8,5295,1.9099999999999999,3480.0,557.0,1680.0,1500.0,95.0,9-3-0,12
9,1778,1.8300000000000001,3785.0,726.0,1900.0,1600.0,35.0,7-4-1,12
10,948,1.8300000000000001,3747.0,850.0,1820.0,1550.0,102.0,9-3-0,12
11,2907,1.8300000000000001,3632.0,789.0,1800.0,1550.0,22.0,8-3-1,12
12,3674,1.8300000000000001,3442.0,772.0,1800.0,1350.0,62.0,7-4-0,12
13,488,1.75,3704.0,817.0,1540.0,1500.0,394.0,8-4-0,12
14,4513,1.75,3589.0,733.0,1780.0,1550.0,39.0,8-4-0,12
15,2374,1.6599999999999999,3594.0,612.0,1860.0,1350.0,104.0,6-6-0,12
16,1540,1.6599999999999999,3549.0,736.0,1780.0,1450.0,59.0,8-4-0,12
17,4469,1.5800000000000001,3702.0,803.0,1840.0,1550.0,77.0,7-5-0,12
18,6445,1.5800000000000001,3668.0,799.0,1760.0,1600.0,98.0,7-5-0,12
19,4125,1.5800000000000001,3590.0,841.0,1860.0,1500.0,35.0,7-5-0,12
20,492,1.5800000000000001,3526.0,929.0,1880.0,1350.0,116.0,6-6-0,12
21,2928,1.5800000000000001,3491.0,620.0,1740.0,1450.0,21.0,7-5-0,12
22,3024,1.5800000000000001,3389.0,546.0,1720.0,1400.0,64.0,6-5-1,12
23,5970,1.5800000000000001,3376.0,722.0,1860.0,1250.0,16.0,6-5-1,12
24,5803,1.5800000000000001,3219.0,671.0,1640.0,1250.0,74.0,8-4-0,12
25,5588,1.5,3697.0,711.0,1700.0,1650.0,32.0,8-4-0,12
26,4662,1.5,3616.0,671.0,1660.0,1450.0,186.0,7-5-0,12
27,1425,1.5,3534.0,677.0,1680.0,1500.0,49.0,7-5-0,12
28,957,1.5,3459.0,738.0,1620.0,1500.0,104.0,7-4-1,12
29,3223,1.4099999999999999,3567.0,725.0,1740.0,1500.0,77.0,6-5-1,12
30,753,1.4099999999999999,3545.0,596.0,1580.0,1550.0,175.0,7-5-0,12
31,2550,1.4099999999999999,3290.0,780.0,1880.0,1150.0,0.0,5-7-0,12
32,6343,1.3300000000000001,3330.0,735.0,1700.0,1300.0,95.0,5-7-0,12
33,3070,1.25,3463.0,789.0,1840.0,1350.0,43.0,5-7-0,12
34,2811,1.25,3461.0,565.0,1680.0,1450.0,26.0,6-6-0,12
