Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1625,7,1,0,8,14.00,37.50,98
2,166,7,1,0,8,14.00,37.50,56
3,1730,7,1,0,8,14.00,36.50,84
4,141,7,1,0,8,14.00,27.75,78
5,171,6,1,1,8,13.00,31.75,62
6,2169,6,2,0,8,12.00,37.25,84
7,930,6,2,0,8,12.00,35.75,78
8,93,6,2,0,8,12.00,32.00,72
9,2574,6,2,0,8,12.00,30.50,70
10,2606,6,2,0,8,12.00,29.50,70
11,2530,5,2,1,8,11.00,30.25,42
12,1306,5,2,1,8,11.00,28.25,66
13,2136,5,2,1,8,11.00,18.25,58
14,2062,5,3,0,8,10.00,39.50,84
15,1816,5,3,0,8,10.00,34.75,70
16,2526,5,3,0,8,10.00,30.50,56
17,1739,5,3,0,8,10.00,27.75,98
18,2143,5,3,0,8,10.00,27.50,98
19,2549,5,3,0,8,10.00,27.50,74
20,2535,5,3,0,8,10.00,27.25,48
21,537,4,3,1,8,9.00,24.75,70
22,269,4,3,1,8,9.00,23.25,70
23,706,4,3,1,8,9.00,21.25,44
24,2194,4,4,0,8,8.00,38.50,62
25,2547,4,4,0,8,8.00,32.25,70
26,1091,4,4,0,8,8.00,29.50,66
27,2039,4,4,0,8,8.00,29.00,66
28,2437,4,4,0,8,8.00,29.00,46
29,1850,4,4,0,8,8.00,28.00,50
30,1736,4,4,0,8,8.00,27.00,70
31,2202,4,4,0,8,8.00,24.75,78
32,2077,4,4,0,8,8.00,24.00,78
33,857,4,4,0,8,8.00,21.75,44
34,1988,4,4,0,8,8.00,18.75,58
35,2116,3,4,1,8,7.00,21.75,74
36,2506,3,4,1,8,7.00,15.00,34
37,1652,3,5,0,8,6.00,33.00,50
38,2481,3,5,0,8,6.00,32.25,56
39,1675,3,5,0,8,6.00,30.50,78
40,74,3,5,0,8,6.00,30.50,42
41,904,3,5,0,8,6.00,26.25,44
42,2545,3,5,0,8,6.00,26.00,84
43,1103,2,4,2,8,6.00,25.75,56
44,2153,3,5,0,8,6.00,24.50,80
45,167,3,5,0,8,6.00,24.50,70
46,1864,3,5,0,8,6.00,22.25,50
47,2220,2,4,2,8,6.00,18.00,80
48,2129,3,5,0,8,6.00,17.50,48
49,2586,3,5,0,8,6.00,17.50,40
50,754,2,5,1,8,5.00,17.50,44
51,1714,2,5,1,8,5.00,15.25,84
52,81,2,5,1,8,5.00,13.50,62
53,1259,2,6,0,8,4.00,26.25,56
54,2667,2,6,0,8,4.00,25.75,42
55,1732,2,6,0,8,4.00,21.00,36
56,2538,2,6,0,8,4.00,16.50,42
57,1716,1,6,1,8,3.00,22.50,38
58,1268,1,6,1,8,3.00,21.50,36
59,1984,1,7,0,8,2.00,19.75,32
60,2561,1,7,0,8,2.00,12.50,48
