Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,319,37.0,246.0,180.0,279.0,605.0,9-2-1,12
2,2370,36.0,279.0,135.0,241.0,640.0,11-1-0,12
3,1519,35.0,374.0,165.0,365.0,625.0,11-1-0,12
4,131,35.0,308.0,200.0,215.0,630.0,10-2-0,12
5,4909,29.0,279.0,140.0,260.0,595.0,9-3-0,12
6,1153,28.0,291.0,175.0,192.0,670.0,7-5-0,12
7,2876,28.0,282.0,160.0,131.0,680.0,8-3-1,12
8,3205,26.0,279.0,160.0,103.0,640.0,7-5-0,12
9,166,24.0,242.0,140.0,136.0,550.0,7-5-0,12
10,885,24.0,229.0,115.0,160.0,570.0,7-5-0,12
11,5962,23.0,302.0,150.0,156.0,610.0,7-5-0,12
12,151,23.0,242.0,140.0,125.0,615.0,6-5-1,12
13,2342,23.0,188.0,135.0,127.0,560.0,6-6-0,12
14,5813,22.0,270.0,130.0,270.0,615.0,6-6-0,12
15,138,22.0,262.0,195.0,131.0,570.0,7-5-0,12
16,4929,22.0,204.0,130.0,108.0,570.0,6-6-0,12
17,237,21.0,278.0,165.0,193.0,585.0,6-6-0,12
18,1512,21.0,186.0,135.0,90.0,535.0,5-6-1,12
19,4546,20.0,268.0,135.0,185.0,590.0,6-5-1,12
20,501,20.0,266.0,145.0,97.0,595.0,5-7-0,12
21,213,20.0,222.0,120.0,120.0,580.0,4-8-0,12
22,1831,19.0,274.0,130.0,149.0,575.0,6-6-0,12
23,5902,19.0,274.0,110.0,115.0,595.0,5-7-0,12
24,509,19.0,258.0,120.0,105.0,600.0,5-7-0,12
25,3323,19.0,243.0,120.0,120.0,575.0,5-7-0,12
26,1922,19.0,238.0,145.0,90.0,565.0,6-6-0,12
27,5494,19.0,182.0,100.0,60.0,505.0,6-6-0,12
28,1721,18.0,234.0,120.0,129.0,560.0,5-7-0,12
29,1307,17.0,256.0,135.0,128.0,535.0,5-7-0,12
30,3466,17.0,242.0,145.0,104.0,515.0,5-7-0,12
31,95,16.0,234.0,115.0,120.0,545.0,4-8-0,12
32,1247,16.0,204.0,130.0,119.0,535.0,4-8-0,12
33,4555,16.0,180.0,115.0,100.0,525.0,5-7-0,12
34,1786,15.0,204.0,120.0,99.0,520.0,4-8-0,12
35,4925,15.0,172.0,95.0,148.0,505.0,4-7-1,12
36,3451,14.0,261.0,135.0,101.0,535.0,4-8-0,12
37,5506,13.0,224.0,115.0,90.0,535.0,3-9-0,12
38,3597,13.0,184.0,110.0,99.0,470.0,5-7-0,12
39,5633,13.0,150.0,95.0,112.0,390.0,3-6-0,12
40,2523,12.0,251.0,105.0,69.0,555.0,2-10-0,12
