Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,233,10,0,0,10,20.00,46.60,138
2,968,8,2,0,10,16.00,48.40,138
3,254,8,2,0,10,16.00,44.40,124
4,359,8,2,0,10,16.00,37.80,138
5,2024,8,2,0,10,16.00,35.60,124
6,846,7,3,0,10,14.00,42.80,116
7,1378,7,3,0,10,14.00,41.80,106
8,25,7,3,0,10,14.00,39.20,124
9,337,6,3,1,10,13.00,41.60,124
10,1572,6,3,1,10,13.00,41.40,112
11,2090,6,4,0,10,12.00,39.40,94
12,2444,5,4,1,10,11.00,31.40,82
13,2455,5,4,1,10,11.00,24.40,94
14,368,5,5,0,10,10.00,40.40,124
15,597,5,5,0,10,10.00,36.80,94
16,2437,5,5,0,10,10.00,34.20,88
17,2443,5,5,0,10,10.00,33.80,76
18,2459,5,5,0,10,10.00,32.40,94
19,362,5,5,0,10,10.00,29.00,82
20,2475,5,5,0,10,10.00,27.80,66
21,2477,5,5,0,10,10.00,24.00,124
22,2441,5,5,0,10,10.00,23.80,62
23,2438,4,5,1,10,9.00,36.80,56
24,2440,4,6,0,10,8.00,31.60,58
25,2504,4,6,0,10,8.00,31.00,68
26,2453,4,6,0,10,8.00,26.40,38
27,2460,4,6,0,10,8.00,24.60,64
28,2466,3,6,1,10,7.00,31.00,112
29,1138,3,7,0,10,6.00,31.20,104
30,1834,3,7,0,10,6.00,30.00,68
31,2454,3,7,0,10,6.00,26.80,58
32,2445,3,7,0,10,6.00,25.20,94
33,2465,3,7,0,10,6.00,23.20,60
34,2439,3,7,0,10,6.00,22.40,82
35,2348,2,8,0,10,4.00,26.20,64
36,2467,2,8,0,10,4.00,15.60,40
37,1972,1,9,0,10,2.00,30.60,66
