Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2056,8,0,0,8,16.00,3.00,290
2,1334,7,1,0,8,14.00,14.00,61
3,1305,7,1,0,8,14.00,13.75,128
4,1312,7,1,0,8,14.00,13.25,84
5,1846,7,1,0,8,14.00,11.25,70
6,1114,7,1,0,8,14.00,7.25,338
7,1901,6,2,0,8,12.00,12.75,256
8,610,6,2,0,8,12.00,10.00,128
9,1006,6,2,0,8,12.00,6.75,246
10,854,6,2,0,8,12.00,4.25,290
11,1404,6,2,0,8,12.00,2.25,36
12,1680,5,3,0,8,10.00,18.63,338
13,1141,5,3,0,8,10.00,18.00,82
14,1241,5,3,0,8,10.00,18.00,60
15,269,5,3,0,8,10.00,15.75,109
16,188,5,3,0,8,10.00,13.88,338
17,1310,5,3,0,8,10.00,11.50,118
18,1503,5,3,0,8,10.00,10.25,84
19,296,5,3,0,8,10.00,8.25,96
20,2254,4,2,2,8,10.00,7.50,44
21,886,5,2,0,7,10.00,7.38,66
22,907,5,3,0,8,10.00,6.75,128
23,2185,5,3,0,8,10.00,2.25,128
24,809,4,3,1,8,9.00,11.25,34
25,1281,4,3,1,8,9.00,10.75,70
26,2017,4,4,0,8,8.00,16.25,35
27,176,4,4,0,8,8.00,14.75,74
28,1814,4,4,0,8,8.00,14.75,60
29,843,4,3,0,7,8.00,13.00,64
30,1620,4,4,0,8,8.00,12.88,28
31,1870,4,4,0,8,8.00,8.50,30
32,519,4,4,0,8,8.00,8.25,36
33,849,4,3,0,7,8.00,7.75,64
34,2166,4,4,0,8,8.00,6.50,34
35,1353,4,4,0,8,8.00,4.25,128
36,48,4,4,0,8,8.00,4.25,80
37,1346,4,4,0,8,8.00,3.50,276
38,771,3,4,1,8,7.00,10.88,36
39,919,3,4,1,8,7.00,8.75,250
40,1482,3,4,1,8,7.00,7.25,290
41,772,3,5,0,8,6.00,12.88,61
42,2013,3,5,0,8,6.00,11.25,128
43,820,3,5,0,8,6.00,9.75,44
44,1075,3,5,0,8,6.00,9.38,38
45,1605,3,5,0,8,6.00,8.50,74
46,1547,3,5,0,8,6.00,7.25,28
47,2198,3,5,0,8,6.00,2.50,246
48,379,2,5,1,8,5.00,13.75,44
49,1558,2,5,1,8,5.00,8.25,66
50,1835,2,4,1,7,5.00,6.13,118
51,1565,2,6,0,8,4.00,22.00,51
52,1112,2,6,0,8,4.00,14.50,34
53,1246,2,6,0,8,4.00,11.25,32
54,1392,2,6,0,8,4.00,10.25,256
55,781,2,6,0,8,4.00,9.00,256
56,1564,2,6,0,8,4.00,7.88,96
57,1221,2,6,0,8,4.00,7.50,38
58,773,2,6,0,8,4.00,5.25,128
59,912,2,6,0,8,4.00,4.25,20
60,1514,2,6,0,8,4.00,1.75,128
61,1053,1,6,1,8,3.00,8.25,34
62,1219,0,7,1,8,1.00,5.38,15
63,1325,0,8,0,8,0.00,3.00,16
