Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,368,24.00,410.00,625.00,170.00,698.00,12-0-0,0,12
2,4158,20.00,320.00,370.00,290.00,513.00,10-2-0,0,12
3,11,20.00,250.00,445.00,260.00,640.00,10-2-0,0,12
4,359,18.00,670.00,545.00,400.00,514.00,9-3-0,0,12
5,2443,18.00,380.00,495.00,240.00,410.00,9-3-0,0,12
6,4253,18.00,290.00,405.00,220.00,616.00,9-3-0,0,12
7,2439,16.00,460.00,350.00,250.00,338.00,8-4-0,0,12
8,3132,16.00,250.00,475.00,210.00,453.00,8-4-0,0,12
9,2441,16.00,200.00,270.00,220.00,460.00,8-4-0,0,12
10,2853,16.00,170.00,375.00,170.00,392.00,8-4-0,0,12
11,3881,14.00,340.00,415.00,230.00,446.00,7-5-0,0,12
12,2090,14.00,340.00,410.00,280.00,306.00,7-5-0,0,12
13,2437,14.00,190.00,395.00,230.00,430.00,7-5-0,0,12
14,4774,14.00,150.00,363.00,130.00,275.00,7-5-0,0,12
15,2444,14.00,150.00,360.00,130.00,343.00,7-5-0,0,12
16,3882,12.00,250.00,425.00,130.00,376.00,6-6-0,0,12
17,2896,12.00,170.00,385.00,180.00,319.00,6-6-0,0,12
18,3880,12.00,160.00,392.00,180.00,273.00,6-6-0,0,12
19,2504,12.00,160.00,285.00,130.00,291.00,6-6-0,0,12
20,1378,10.00,310.00,420.00,170.00,289.00,5-7-0,0,12
21,2438,10.00,310.00,295.00,200.00,281.00,5-7-0,0,12
22,3008,10.00,220.00,340.00,130.00,230.00,5-7-0,0,12
23,2445,10.00,190.00,436.00,150.00,295.00,5-7-0,0,12
24,4529,10.00,150.00,287.00,130.00,308.00,5-7-0,0,12
25,5297,10.00,100.00,316.00,120.00,292.00,5-7-0,0,12
26,2453,10.00,100.00,205.00,90.00,441.00,5-7-0,0,12
27,2348,8.00,250.00,275.00,120.00,379.00,4-8-0,0,12
28,3685,8.00,210.00,261.00,110.00,157.00,4-8-0,0,12
29,3878,8.00,190.00,316.00,110.00,134.00,4-8-0,0,12
30,3721,8.00,180.00,355.00,110.00,269.00,4-8-0,0,12
31,4817,8.00,150.00,302.00,120.00,214.00,4-8-0,0,12
32,3800,8.00,100.00,281.00,150.00,179.00,4-8-0,0,12
33,2459,8.00,90.00,226.00,90.00,176.00,4-8-0,0,12
34,4270,8.00,80.00,356.00,150.00,168.00,4-8-0,0,12
35,2477,8.00,80.00,235.00,110.00,197.00,4-8-0,0,12
36,2465,8.00,50.00,340.00,30.00,103.00,4-8-0,0,12
37,5277,6.00,200.00,265.00,110.00,191.00,3-9-0,0,12
38,5306,6.00,160.00,231.00,160.00,171.00,3-9-0,0,12
39,4537,6.00,60.00,306.00,100.00,189.00,3-9-0,0,12
