Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,1153,2.0,295.0,5.0,160.0,100.0,0.0,2-0-0,2
2,1519,2.0,287.0,20.0,160.0,100.0,2.0,2-0-0,2
3,4761,2.0,240.0,5.0,160.0,50.0,0.0,2-0-0,2
4,2342,2.0,220.0,10.0,160.0,50.0,0.0,2-0-0,2
5,509,2.0,220.0,10.0,160.0,50.0,0.0,2-0-0,2
6,78,2.0,215.0,5.0,160.0,50.0,0.0,2-0-0,2
7,2084,2.0,200.0,120.0,200.0,0.0,0.0,2-0-0,2
8,1721,2.0,190.0,70.0,180.0,0.0,0.0,2-0-0,2
9,3467,1.3300000000000001,325.0,65.0,220.0,100.0,0.0,2-1-0,3
10,1517,1.0,215.0,5.0,160.0,50.0,0.0,1-1-0,2
11,5687,1.0,195.0,5.0,160.0,0.0,0.0,1-1-0,2
12,811,1.0,187.0,20.0,160.0,0.0,2.0,1-1-0,2
13,1058,1.0,185.0,15.0,120.0,50.0,0.0,1-1-0,2
14,58,1.0,175.0,10.0,160.0,0.0,0.0,1-1-0,2
15,88,1.0,145.0,65.0,140.0,0.0,0.0,1-1-0,2
16,885,1.0,145.0,65.0,140.0,0.0,0.0,1-1-0,2
17,1289,1.0,140.0,10.0,80.0,0.0,0.0,1-1-0,2
18,125,1.0,137.0,15.0,120.0,0.0,2.0,1-1-0,2
19,1831,1.0,135.0,15.0,120.0,0.0,0.0,1-1-0,2
20,190,1.0,130.0,10.0,120.0,0.0,0.0,1-1-0,2
21,4905,0.66000000000000003,370.0,25.0,240.0,100.0,0.0,1-2-0,3
22,2079,0.0,176.0,15.0,160.0,0.0,1.0,0-2-0,2
23,238,0.0,140.0,20.0,120.0,0.0,0.0,0-2-0,2
24,1729,0.0,140.0,10.0,80.0,50.0,0.0,0-2-0,2
25,501,0.0,136.0,5.0,80.0,0.0,1.0,0-2-0,2
26,6324,0.0,130.0,10.0,120.0,0.0,0.0,0-2-0,2
27,5813,0.0,121.0,0.0,120.0,0.0,1.0,0-2-0,2
28,319,0.0,100.0,10.0,40.0,0.0,0.0,0-2-0,2
29,157,0.0,85.0,5.0,80.0,0.0,0.0,0-2-0,2
