Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,842,9,1,0,10,18.00,11.20
2,330,9,1,0,10,18.00,9.90
3,60,8,1,1,10,17.00,13.20
4,1492,8,2,0,10,16.00,6.70
5,2449,8,2,0,10,16.00,5.70
6,3517,8,2,0,10,16.00,2.90
7,498,7,2,1,10,15.00,11.30
8,2657,7,2,1,10,15.00,5.00
9,1726,7,3,0,10,14.00,7.90
10,2840,6,3,1,10,13.00,9.20
11,1011,5,1,3,9,13.00,4.20
12,2403,6,4,0,10,12.00,8.50
13,3158,6,4,0,10,12.00,7.80
14,2486,5,3,2,10,12.00,5.60
15,3785,5,3,2,10,12.00,1.90
16,2128,5,4,1,10,11.00,5.20
17,1633,5,4,1,10,11.00,4.10
18,1165,5,4,1,10,11.00,3.90
19,991,4,4,2,10,10.00,7.20
20,3577,3,4,3,10,9.00,8.00
21,3170,4,5,1,10,9.00,5.50
22,3019,4,4,1,9,9.00,4.70
23,2375,4,5,1,10,9.00,4.30
24,2844,4,5,0,9,8.00,7.30
25,3321,3,5,2,10,8.00,3.50
26,3462,3,5,2,10,8.00,3.20
27,3281,3,3,2,8,8.00,0.90
28,2662,3,6,1,10,7.00,7.20
29,1798,3,6,1,10,7.00,6.10
30,996,3,6,1,10,7.00,4.90
31,2134,3,6,1,10,7.00,4.20
32,2647,3,6,1,10,7.00,2.10
33,3853,3,6,0,9,6.00,6.40
34,1290,3,7,0,10,6.00,3.20
35,698,3,7,0,10,6.00,2.60
36,3133,3,7,0,10,6.00,1.50
37,1013,2,5,1,8,5.00,5.30
38,3187,2,6,1,9,5.00,3.10
39,1828,2,8,0,10,4.00,8.80
40,1164,2,8,0,10,4.00,6.10
41,1212,2,8,0,10,4.00,5.80
42,3048,1,8,1,10,3.00,1.80
