Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,353,18.00,182.00,220.00,317.00,9-1-0,0,10
2,527,16.00,270.00,170.00,263.00,8-2-0,0,10
3,329,16.00,246.00,110.00,398.00,8-2-0,0,10
4,1796,16.00,226.00,190.00,266.00,8-2-0,0,10
5,1468,16.00,226.00,180.00,317.00,8-2-0,0,10
6,514,16.00,184.00,210.00,398.00,8-2-0,0,10
7,369,14.00,250.00,240.00,303.00,7-3-0,0,10
8,28,14.00,240.00,220.00,384.00,7-3-0,0,10
9,2638,14.00,216.00,180.00,250.00,7-3-0,0,10
10,3950,14.00,142.00,120.00,296.00,7-3-0,0,10
11,3460,14.00,90.00,330.00,198.00,7-3-0,0,10
12,358,14.00,88.00,320.00,223.00,7-3-0,0,10
13,2875,12.00,276.00,120.00,348.00,6-4-0,0,10
14,545,12.00,190.00,220.00,162.00,6-4-0,0,10
15,4567,12.00,156.00,60.00,286.00,6-3-0,1,10
16,569,12.00,138.00,200.00,285.00,6-4-0,0,10
17,496,12.00,102.00,160.00,211.00,6-4-0,0,10
18,1751,12.00,96.00,170.00,233.00,6-4-0,0,10
19,271,12.00,86.00,80.00,180.00,6-4-0,0,10
20,3624,12.00,84.00,370.00,58.00,6-4-0,0,10
21,3171,12.00,76.00,280.00,164.00,6-4-0,0,10
22,4458,10.00,230.00,190.00,202.00,5-5-0,0,10
23,870,10.00,226.00,140.00,239.00,5-5-0,0,10
24,871,10.00,166.00,210.00,151.00,5-5-0,0,10
25,2872,10.00,140.00,190.00,194.00,5-5-0,0,10
26,601,10.00,138.00,210.00,167.00,5-5-0,0,10
27,564,10.00,104.00,190.00,115.00,5-5-0,0,10
28,263,10.00,92.00,160.00,144.00,5-5-0,0,10
29,4006,10.00,90.00,170.00,141.00,5-5-0,0,10
30,533,8.00,186.00,260.00,137.00,4-6-0,0,10
31,1803,8.00,172.00,140.00,120.00,4-6-0,0,10
32,1230,8.00,148.00,180.00,242.00,4-6-0,0,10
33,1554,8.00,142.00,140.00,182.00,4-6-0,0,10
34,2487,8.00,140.00,190.00,166.00,4-6-0,0,10
35,1203,8.00,84.00,240.00,154.00,4-6-0,0,10
36,2869,8.00,82.00,130.00,186.00,4-6-0,0,10
37,2027,8.00,70.00,150.00,134.00,4-6-0,0,10
38,810,8.00,58.00,210.00,124.00,4-6-0,0,10
39,1156,6.00,186.00,170.00,105.00,3-7-0,0,10
40,1546,6.00,152.00,190.00,181.00,3-7-0,0,10
41,1808,6.00,128.00,130.00,135.00,3-7-0,0,10
42,1601,6.00,92.00,140.00,72.00,3-7-0,0,10
43,884,6.00,90.00,240.00,76.00,3-7-0,0,10
44,352,6.00,78.00,170.00,79.00,3-7-0,0,10
45,2161,6.00,78.00,130.00,119.00,3-7-0,0,10
46,3137,4.00,236.00,150.00,217.00,2-8-0,0,10
47,4856,4.00,94.00,80.00,164.00,2-8-0,0,10
48,1537,4.00,82.00,170.00,91.00,2-8-0,0,10
49,2347,2.00,102.00,150.00,108.00,1-9-0,0,10
50,1607,2.00,84.00,120.00,106.00,1-9-0,0,10
