Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2609,9,1,0,10,18.00,50.90,103
2,2056,9,1,0,10,18.00,43.30,103
3,2505,8,2,0,10,16.00,55.30,82
4,1558,7,3,0,10,14.00,41.50,94
5,1141,7,3,0,10,14.00,40.60,89
6,1310,6,4,0,10,12.00,51.60,86
7,2166,6,4,0,10,12.00,47.90,89
8,2076,6,4,0,10,12.00,42.10,87
9,781,5,4,1,10,11.00,47.60,66
10,1404,5,4,1,10,11.00,43.20,88
11,296,5,5,0,10,10.00,49.00,86
12,1334,5,5,0,10,10.00,44.00,88
13,854,5,5,0,10,10.00,41.60,88
14,2935,4,5,1,10,9.00,49.90,81
15,2200,4,5,1,10,9.00,42.60,58
16,1565,4,6,0,10,8.00,54.00,87
17,1815,4,6,0,10,8.00,44.60,70
18,2361,4,6,0,10,8.00,35.40,71
19,2702,3,6,1,10,7.00,43.10,85
20,1075,3,6,1,10,7.00,41.80,76
21,1605,3,7,0,10,6.00,53.50,89
22,2013,3,7,0,10,6.00,51.50,70
23,3040,3,7,0,10,6.00,44.90,82
24,1305,3,7,0,10,6.00,44.00,86
25,1219,3,7,0,10,6.00,42.60,103
26,2185,3,7,0,10,6.00,40.30,94
